original,substitution,total_substitutions
o,ɑ,10
ɛ,t,10
ɹ,ʊ,10
m,ʌ,10
ʌ,b,10
ʌ,z,10
ʌ,ʔ,9
ɹ,ð,9
θ,s,9
ɹ,v,9
ɹ,w,9
v,w,9
ʊ,s,9
s,d,9
m,ɪ,9
ʊ,i,9
ɹ,s,9
ɹ,z,9
ɪ,ɡ,9
j,w,9
ð,b,9
l̩,ɪ,9
ʌ,m,9
ʃ,ɪ,9
l,ɛ,9
n,o,9
ɪ,o,9
ð,s,9
ʊ,ɾ,9
v,ʌ,9
j,ɡ,9
j,æ,9
u,o,9
n,s,9
t,w,8
u,j,8
z,n,8
ʊ,ɑ,8
ʊ,m,8
ʊ,v,8
ɹ,i,8
p,ʔ,8
ɔ,æ,8
n̩,ŋ,8
o,æ,8
ð,v,8
j,ð,8
ʌ,h,8
n,ʊ,8
t,ʒ,8
b,ʔ,8
m̩,n̩,8
ɾ̃,ɛ,8
ɹ̩,i,8
ɪ,h,8
a,n,8
h,ɪ,8
o,w,8
w,v,8
b,m,8
ð,ɾ,8
n̩,m,8
f,θ,8
ɹ,ʃ,7
ʌ,j,7
ʊ,ð,7
s,ɛ,7
n,h,7
o,l,7
ɹ̩,ɔ,7
ʌ,k,7
z,ʌ,7
t,f,7
ɹ̩,ð,7
ɛ,l,7
ɹ̩,n,7
m,w,7
b,ɪ,7
l,z,7
b,d,7
e,ð,7
o,u,7
s,ʔ,7
t,a,7
ʒ,s,7
d,j,7
ɡ,ʌ,7
t,ɹ̩,6
ɹ,t,6
k,æ,6
ɾ,ʌ,6
d,ɑ,6
l̩,ɔ,6
n,a,6
h,ʌ,6
n̩,ɾ̃,6
ŋ,ɪ,6
ɪ,b,6
ɹ,ɾ,6
ɛ,n,6
ɹ̩,o,6
l,v,6
t,b,6
æ,h,6
t,ʊ,6
ɹ,a,6
w,o,6
j,h,6
l,e,6
ɾ̃,ð,6
p,t,6
ɛ,m̩,6
ɑ,ʊ,6
w,ɔ,6
j,ʒ,6
p,m,6
n̩,t,6
ð,æ,6
ʌ,f,6
ʒ,d,6
n,b,6
o,n,6
n,l,6
æ,o,6
w,f,6
l,s,6
v,ʊ,6
ɪ̃,i,6
p,v,6
d,ʊ,6
ʃ,ɹ,6
m,j,5
a,ɔ,5
o,ð,5
ɛ,j,5
m̩,ɪ,5
k,m,5
ɛ,l̩,5
n,v,5
l,n,5
o,j,5
ʌ̃,n̩,5
ʌ̃,ɛ,5
d,l,5
n,i,5
ʊ,d,5
n,m̩,5
l,a,5
k,ʔ,5
h,ð,5
ɛ,ɾ,5
w,m,5
u,ɛ,5
ɛ,v,5
ɑ,ʔ,5
h,m̩,5
ɾ,n,5
ɛ,ɹ,5
n̩,æ,5
ɾ̃,ʊ,5
ʃ,ʊ,5
m,l,5
ɑ,ɑ̃,5
ɪ,ŋ,5
w,ɹ,5
ɔ,w,5
s,ʊ,5
ʃ,t,5
ɪ,θ,5
m̩,ɛ,5
ʃ,u,5
d,θ,5
ʌ,ɛ̃,5
z,θ,5
ʔ,ʊ,5
ɛ,ɾ̃,5
ɾ̃,a,5
s,l,5
ʃ,i,5
ʔ,ʌ,5
ʃ,ʌ,5
ʊ,ɹ,5
ʊ,n̩,5
t,o,5
ʊ,ɾ̃,5
ʔ,b,5
m,ŋ,5
w,ɛ,4
s,ɹ,4
ɹ,l,4
ɹ̩,u,4
u,l̩,4
n,k,4
ð,ɑ,4
u,ɹ̩,4
o,ɾ,4
ʊ,f,4
ɛ,b,4
ɹ,n,4
ĩ,ɪ,4
s,e,4
a,ð,4
ɾ,z,4
n̩,ɛ̃,4
d,m,4
l,b,4
t,æ,4
w,ð,4
n,ɑ,4
ʊ,a,4
n̩,ɑ,4
ɪ,ʃ,4
e,n,4
ð,m,4
l,m̩,4
ɹ̩,v,4
ɛ,m,4
n,w,4
ŋ,k,4
n̩,ʌ̃,4
ʌ̃,n,4
ɛ̃,ʌ,4
v,m,4
ʔ,ð,4
n̩,l,4
z,ʃ,4
ɑ,l,4
ɾ̃,ʔ,4
n̩,s,4
n̩,ɪ̃,4
k,s,4
l,ɑ,4
ʔ,n̩,4
n,z,4
e,ɪ,4
i,a,4
õ,ʌ,4
a,ʊ,4
b,w,4
f,ʌ,4
m,f,4
ɹ̩,z,4
l̩,o,4
o,ʔ,4
s,n,4
æ,t,4
ɛ,z,4
t,m,4
æ,b,4
j,d,4
n,ɡ,4
a,i,4
i,ɹ̩,4
v,p,4
õ,ʊ,4
ẽ,e,4
ɾ̃,o,4
e,m,4
k,n,4
v,ð,4
ɹ̩,l̩,4
ɾ̃,h,4
j,ɾ,4
f,ð,4
æ,j,4
ɛ̃,n̩,4
d,ʒ,4
s,m,4
ɑ,k,4
j,ɹ,4
ɛ,d,4
ɪ,m̩,4
t,l,4
f,t,4
t,z,4
j,s,4
ɾ,ʊ,4
ɔ,l,4
ɹ̩,w,4
n̩,ʊ,4
ɡ,ɪ,4
d,ɾ̃,4
b,ð,4
ɛ̃,n,4
i,d,4
f,s,4
ɾ̃,ŋ,4
e,ɹ̩,4
ɹ,o,4
ɹ,d,4
ɡ,ð,4
m,i,3
h,a,3
s,f,3
v,ʔ,3
z,m,3
ɹ,l̩,3
ŋ,ʌ,3
o,t,3
ʊ,b,3
t,h,3
p,z,3
ɹ,ʔ,3
ɛ,ʔ,3
ɹ,u,3
ŋ,ʊ,3
ʒ,j,3
t,ʃ,3
ɪ,f,3
z,æ,3
ɔ̃,ɑ,3
a,j,3
ŋ,ɡ,3
b,ɛ,3
b,s,3
n̩,ɾ,3
æ,d,3
θ,ɪ,3
n̩,v,3
ʊ,z,3
ɹ̩,a,3
e,ɹ,3
θ,k,3
o,e,3
l,m,3
ʊ̃,o,3
a,ɹ,3
o,ɹ̩,3
i,n̩,3
ʌ,ʒ,3
w,ɹ̩,3
h,j,3
ʊ̃,ʌ,3
æ,ʊ,3
n,ʃ,3
ʌ̃,ɛ̃,3
v,ɛ,3
v,t,3
ŋ,ɛ,3
k,d,3
ɪ,ɔ,3
ɾ̃,l̩,3
ŋ,d,3
f,ɪ,3
ã,ʌ,3
ɪ̃,m,3
p,w,3
ʃ,e,3
e,ʊ,3
ŋ,i,3
l̩,ɾ,3
ʔ,i,3
j,k,3
ɹ,ɑ,3
ɹ,ɾ̃,3
d,n̩,3
m,d,3
n,ɹ,3
l,t,3
k,ŋ,3
ɡ,d,3
l,p,3
ʌ̃,o,3
i,ɹ,3
ʌ,ɪ̃,3
æ,n,3
ɛ,ɪ̃,3
ɪ,p,3
ɔ,n,3
ʌ,ɡ,3
n̩,d,3
a,ɹ̩,3
j,o,3
ɾ̃,n̩,3
m̩,b,3
h,ʔ,3
z,l,3
t,v,3
æ,v,3
i,ʊ,3
j,b,3
ŋ,ð,3
ʃ,n,3
j,ʃ,3
ɡ,ŋ,3
ɡ,a,3
ʌ,ŋ,3
e,j,3
o,ɹ,3
k,f,3
ʔ,l,3
ʔ,ɛ,3
ʒ,u,3
ɪ,ɛ̃,3
ɛ,w,3
n̩,i,3
ʌ,θ,3
æ,ʔ,3
h,ʃ,3
s,æ,3
ʊ,æ,3
w,u,3
a,h,3
ʊ,ɔ,3
z,a,3
ɾ,a,3
ɹ,m,3
j,l,3
l,ɹ̩,3
n,j,3
h,t,3
ɾ̃,s,3
ʌ̃,ɑ,3
s,ʒ,3
f,ʊ,3
ɛ,u,3
h,ɑ,3
ɹ,p,3
ɾ̃,d,3
o,m,3
j,a,3
ɹ̩,t,3
m,ð,3
ɪ̃,ɛ,2
ɹ̩,f,2
ɔ,m,2
æ,ɹ̩,2
f,w,2
m,ɑ,2
ɛ,ʌ̃,2
l,u,2
t,ɑ,2
m,e,2
ʃ,a,2
v,æ,2
k,t,2
l,o,2
ʒ,ɛ,2
w,a,2
b,ɡ,2
o,s,2
l,ɾ,2
e,ɾ,2
p,ʌ,2
ɾ,e,2
t,i,2
d,ɹ̩,2
ɪ̃,n̩,2
ɹ̩,j,2
f,d,2
p,ð,2
ŋ,ʔ,2
l,h,2
k,a,2
æ,z,2
o,h,2
d,k,2
ʊ,ŋ,2
l,n̩,2
z,i,2
m,o,2
ɡ,n,2
ɾ,l,2
ɪ,k,2
f,ɛ,2
ɔ,l̩,2
ɔ,ð,2
ʔ,e,2
ɑ,n,2
ɹ,e,2
ɪ̃,ŋ,2
w,d,2
ʒ,t,2
ɛ̃,e,2
d,ɔ,2
s,o,2
n,e,2
ɛ,θ,2
d,h,2
ɾ̃,v,2
a,ɾ̃,2
ɛ,s,2
u,n,2
i,b,2
u,m,2
z,ɛ,2
s,k,2
ŋ,s,2
ʊ,h,2
æ,u,2
ð,ʊ,2
j,z,2
ɾ,i,2
ɾ,w,2
ʔ,ɹ,2
ɡ,ʔ,2
ɹ̩,m̩,2
k,ʌ,2
ɹ̩,k,2
θ,n,2
æ,n̩,2
h,ʊ,2
ʊ,ɡ,2
s,w,2
j,t,2
k,z,2
ʃ,l,2
ʊ,ʃ,2
ɔ,u,2
o,p,2
e,l,2
ɔ̃,o,2
i,ĩ,2
b,ʌ,2
f,i,2
m,s,2
l,i,2
f,l,2
i,o,2
b,k,2
ð,o,2
ɹ,j,2
θ,f,2
v,n,2
ɹ,ɡ,2
d,o,2
k,b,2
a,w,2
k,p,2
m,ɛ,2
ð,p,2
l,ɹ,2
ɪ̃,j,2
k,ɑ,2
k,w,2
m,h,2
ɹ̩,e,2
i,ɡ,2
ɪ̃,n,2
ɪ,ʒ,2
w,z,2
ʊ,e,2
z,ɑ,2
ɹ̩,ɾ̃,2
e,f,2
ʃ,ɑ,2
m̩,t,2
n,ɹ̩,2
ɛ̃,m,2
j,ɹ̩,2
ð,e,2
θ,ʒ,2
v,ɑ,2
ɑ,b,2
l,k,2
s,i,2
ɔ,s,2
ʔ,h,2
i,z,2
ẽ,æ̃,2
i,s,2
w,ʔ,2
ɹ,ʌ̃,2
n,u,2
k,l,2
t,ɹ,2
õ,ð,2
ð,j,2
ɹ,k,2
v,ɹ,2
u,ð,2
ʒ,i,2
æ̃,ɛ,2
æ̃,i,2
æ̃,ɪ,2
j,e,2
i,ŋ,2
ɾ̃,l,2
m̩,n,2
l̩,ɑ,2
u,w,2
a,s,2
a,ɾ,2
d,f,2
a,v,2
ɾ̃,j,2
ɔ,ɹ,2
w,l̩,2
ʃ,ɹ̩,2
ð,a,2
j,ɾ̃,2
l̩,w,2
u,ʒ,2
d,ɡ,2
ʌ,õ,2
ɑ,ɾ,2
t,m̩,2
m̩,ŋ,2
ɪ,ʌ̃,2
ɾ̃,i,2
b,j,2
ð,f,2
i,ɾ,2
n,ʊ̃,2
ɾ̃,ɔ,2
h,i,2
ɛ̃,ʌ̃,2
s,v,2
ɾ̃,e,2
b,i,2
l̩,ɛ,2
ɪ,e,2
v,s,2
ɪ̃,ʊ,2
ɾ̃,z,2
ɑ,ɹ,2
ɹ,n̩,2
m,ɹ̩,2
n̩,ð,2
s,ɾ̃,2
z,ɾ̃,2
ŋ,n̩,2
ŋ,e,2
h,ɾ,2
t,n̩,2
ɹ,f,2
ɾ,ɑ,2
ɹ̩,l,2
n̩,ɹ,2
l,ɾ̃,2
i,ɪ̃,2
ɛ,k,2
h,ɹ̩,2
f,ʃ,2
b,f,2
n,θ,1
β,f,1
w,m̩,1
ʔ,m̩,1
k,ʊ,1
m̩,w,1
ɾ,j,1
ð,ɹ̩,1
æ,ɾ̃,1
z,p,1
ʌ,ʃ,1
d,i,1
h,p,1
b,m̩,1
e,s,1
θ,ŋ,1
v,ɾ̃,1
ɔ,h,1
z,o,1
ʌ,p,1
õ,n̩,1
n,ʌ̃,1
l̩,z,1
f,m,1
ʔ,a,1
v,d,1
æ̃,a,1
n̩,θ,1
ʒ,ɾ,1
ʃ,θ,1
b,n,1
j,ʔ,1
m̩,s,1
ɛ̃,j,1
i,m,1
l̩,u,1
m,ʒ,1
ʊ,ʒ,1
n̩,a,1
e,h,1
ʔ,ɾ̃,1
d,õ,1
o,ʊ̃,1
ɹ,m̩,1
ʊ,õ,1
m,ʔ,1
p,ɪ,1
ã,n,1
ɪ̃,a,1
v,l,1
ɔ,a,1
θ,z,1
f,z,1
ɾ,n̩,1
ʌ̃,ʔ,1
õ,f,1
z,k,1
θ,ʊ,1
d,p,1
ɔ,ɾ,1
a,ŋ,1
i,ʃ,1
θ,m̩,1
ɾ,l̩,1
β,b,1
ʊ̃,j,1
v,a,1
θ,l,1
k,ʒ,1
e,k,1
ʃ,m,1
ɡ,l,1
ð,ɹ,1
θ,ɪ̃,1
θ,æ,1
ɡ,ɾ,1
i,ɾ̃,1
w,ɡ,1
m̩,ɹ,1
õ,m,1
ɾ̃,ɡ,1
a,u,1
e,ɾ̃,1
ɑ,n̩,1
l̩,n,1
ɾ̃,ɑ,1
ɪ̃,ɾ̃,1
u,ʔ,1
n,p,1
w,t,1
ĩ,n,1
õ,ɾ̃,1
ʔ,ʊ̃,1
j,m,1
ʔ,f,1
w,h,1
m̩,l̩,1
t,u,1
ɡ,i,1
e,æ̃,1
ẽ,ɛ̃,1
a,m̩,1
θ,n̩,1
ɾ̃,θ,1
w,s,1
õ,ɔ,1
ʊ̃,ɪ,1
n̩,z,1
ɔ,e,1
i,p,1
w,ʃ,1
e,ɛ̃,1
ɛ̃,æ,1
ɛ,ɡ,1
ɾ̃,p,1
ẽ,p,1
d,e,1
m,n̩,1
e,u,1
l,j,1
ɪ̃,ɹ̩,1
h,ɔ,1
ɡ,ʊ,1
p,ɹ,1
m,ɾ̃,1
æ,ɛ̃,1
n,l̩,1
ɑ̃,ʌ̃,1
ũ,u,1
ã,e,1
n̩,w,1
ẽ,i,1
æ̃,z,1
w,e,1
ʔ,ʒ,1
ɔ,i,1
t,ɡ,1
u,e,1
ɔ,b,1
ɛ,f,1
ŋ,m̩,1
ɹ̩,ʔ,1
ɔ,d,1
w,j,1
m,z,1
s,ɹ̩,1
ɪ,æ̃,1
O,e,1
I,ɪ,1
ɪ̃,æ,1
ã,ʊ,1
ʊ,o,1
æ̃,w,1
ɛ̃,ɪ̃,1
ð,ʔ,1
ɡ,t,1
ʃ,w,1
ɡ,w,1
ʒ,v,1
k,v,1
ɹ̩,n̩,1
ɑ̃,ɹ,1
u,l,1
ʒ,m̩,1
l̩,s,1
ã,ɑ,1
ɪ̃,ʌ,1
ŋ,l,1
ɑ̃,ʌ,1
ɑ,t,1
ĩ,ɛ,1
t,ɾ̃,1
d,a,1
ɑ,z,1
θ,d,1
z,b,1
w,n̩,1
ʔ,v,1
θ,ʌ,1
d,u,1
a,ɛ̃,1
ɡ,j,1
m̩,ɾ̃,1
ð,m̩,1
i,ɛ̃,1
v,z,1
j,ŋ,1
ɪ,ẽ,1
z,ɔ,1
u,ʃ,1
s,b,1
ɾ̃,ɹ,1
ɑ,m,1
n̩,h,1
i,h,1
v,o,1
ʊ,k,1
h,θ,1
z,ɹ,1
s,ɔ,1
ɛ,ɔ,1
ð,w,1
ɡ,ɔ,1
b,a,1
k,o,1
j,ʊ,1
ĩ,ɪ̃,1
ɑ,f,1
ɾ,ɡ,1
ɾ̃,b,1
æ,m,1
ʌ̃,t,1
s,a,1
f,k,1
a,ɪ,1
j,m̩,1
ʃ,h,1
l̩,ɾ̃,1
ɑ,w,1
m,θ,1
j,v,1
ʒ,ɑ,1
h,k,1
ŋ,u,1
ʃ,n̩,1
ɾ,s,1
ɹ,ɔ,1
ʌ̃,p,1
ɛ̃,a,1
õ,n,1
ʌ̃,l,1
ʒ,b,1
ɑ,u,1
m,a,1
ʌ̃,ɾ̃,1
o,i,1
o,ʃ,1
h,m,1
v,e,1
ʔ,s,1
k,i,1
z,j,1
ʒ,ʌ,1
f,ɹ̩,1
ʌ̃,ʊ,1
l̩,v,1
h,æ,1
h,u,1
h,e,1
ʃ,k,1
ʒ,θ,1
n̩,o,1
ŋ,b,1
ʔ,ɑ,1
ɡ,ɛ,1
p,a,1
a,f,1
ɾ,ɹ̩,1
w,n,1
z,m̩,1
ɔ,v,1
ɾ,ʒ,1
ð,i,1
θ,p,1
l,w,1
h,f,1
o,k,1
w,p,1
d,w,1
ʊ,j,1
m,ɾ,1
m̩,v,1
a,θ,1
k,ð,1
b,l̩,1
ʔ,o,1
ʔ,m,1
ð,ɔ,1
h,l̩,1
ɾ,b,1
l,f,1
i,w,1
ẽ,æ,1
ɡ,o,1
p,i,1
ʔ,j,1
ɛ̃,o,1
ɾ,u,1
m,l̩,1
f,u,1
l,ʔ,1
a,t,1
æ,ɡ,1
n̩,k,1
ŋ,v,1
z,f,1
ɾ̃,æ,1
ɔ,ɛ̃,1
v,ɾ,1
k,ɾ,1
b,z,1
ɾ,ʃ,1
w,θ,1
e,o,1
e,v,1
ʌ̃,ɹ̩,1
v,m̩,1
v,j,1
n,õ,1
ʊ̃,a,1
ɛ̃,ɹ̩,1
õ,ɛ,1
ɪ̃,ʌ̃,1
m̩,ɹ̩,1
s,ɾ,1
ʔ,æ,1
u,æ,1
h,ɹ,1
ɑ,ɾ̃,1
f,ɹ,1
e,w,1
ŋ,h,1
ʃ,ʔ,1
l,θ,1
ɹ̩,s,1
a,k,1
ɹ,b,1
u,v,1
ʃ,æ,1
z,ɾ,1
ɡ,ɾ̃,1
õ,ɾ,1
i,l,1
ɹ̩,d,1
ɾ,æ,1
ã,æ,1
ɪ̃,e,1
ẽ,ɛ,1
n,ʒ,1
ɾ,v,1
ã,ɹ,1
ɔ,j,1
l,ɡ,1
u,ɔ,1
v,ɹ̩,1
æ,f,1
ɑ,h,1
n̩,ʔ,1
ɛ,ŋ,1
n̩,æ̃,1
b,ɾ,1
ɑ,s,1
s,u,1
ɾ,o,1
f,ŋ,1
j,ɑ,1
p,k,1
o,d,1
e,n̩,1
m̩,ʊ,1
ɑ,p,1
a,z,1
i,n,1
l̩,n̩,1
p,d,1
h,n,1
w,ɑ,1
ɡ,s,1
ɹ̩,m,1
ɾ,m,1
e,ɔ,1
h,s,1
ʃ,f,1
m,æ,1
n̩,l̩,1
ɾ,ɹ,1
ʔ,ɡ,1
a,m,1
ɾ,ɔ,1
ʔ,ʃ,1
s,ŋ,1
æ,ʃ,1
ʌ̃,u,1
f,æ,1
ɔ,æ̃,1
n,ɛ̃,1
z,v,1
ŋ,æ,1
ʊ̃,ɾ̃,1
v,h,1
l,d,1
o,ɡ,1
z,ʊ,1
a,ʔ,1
o,ɾ̃,1
