original,substitution,total_substitutions
ʊ,w,19
ð,l,19
m,b,19
ð,ɪ,19
æ,e,19
m,p,19
ɹ̩,ʊ,19
ʒ,ʃ,19
ɑ̃,ɑ,19
e,ʌ,19
a,e,18
i,æ,18
ɹ,ʌ,18
ɑ,ɛ,18
ɪ,j,18
ɪ,w,18
l,ð,18
e,æ,17
ɾ,ʔ,17
v,ɪ,17
ð,z,17
ʒ,z,17
s,ɪ,17
z,ɪ,17
j,ɛ,17
t,p,17
ɾ̃,ɪ,17
l,l̩,17
d,b,16
ɛ,i,16
ʌ,ɹ,16
d,ʌ,16
t,k,16
o,a,16
æ,æ̃,16
ɾ̃,ʌ,16
ɪ,z,16
θ,s,15
ɪ,ɑ,15
ð,ɛ,15
ʒ,ɪ,15
e,a,15
s,θ,15
ɹ,ʊ,15
ʊ,l̩,15
d,ɛ,15
ɛ,ɑ,15
ɪ,ɪ̃,15
d,z,15
ɛ,ʊ,15
ʊ,l,14
ɑ,ɪ,14
ʔ,p,14
n̩,m̩,14
u,ʊ,14
h,ɪ,14
f,p,14
ʊ,ɛ,14
β,p,13
o,w,13
ɪ,l,13
ɪ,d,13
n,t,13
l̩,ɪ,13
w,ɪ,13
ɪ,m,13
ɪ,ɾ̃,12
d,ʃ,12
ɹ,ʃ,12
v,ʌ,12
ɪ,ɹ,12
ɔ̃,ɔ,12
ɾ,t,12
ð,s,12
j,u,12
n̩,ɾ̃,12
ɪ,o,12
d,v,12
ɛ,ð,12
m,v,12
ɔ,ʊ,12
ɹ̩,i,12
ɛ,ɛ̃,11
ɑ,o,11
ĩ,i,11
i,u,11
ɪ,ʔ,11
ð,b,11
ʊ,ɾ,11
ʌ,ɾ̃,11
ɹ,ɾ,11
j,n,11
m,ʌ,11
ɛ̃,ʌ,11
s,d,11
ʌ,z,11
ʊ,n,11
ɛ,ɾ̃,11
ʌ,l,11
ʔ,ɪ,11
ɔ,ɪ,11
ɪ,s,11
ɪ,l̩,11
ɾ̃,ɛ,11
ʌ,w,11
m,w,11
z,ʌ,11
ʊ,s,11
ʃ,z,11
j,ʒ,10
ɾ,ɪ,10
æ,i,10
d,s,10
ɔ,ɛ,10
ɛ,t,10
v,w,10
ɪ,v,10
n,ʊ,10
ɹ,w,10
ʌ,ɾ,10
ŋ,ɾ̃,10
ʌ,ʔ,10
ɹ̩,ɔ,10
ɹ,ð,10
w,ʊ,10
m,ɪ,10
ʌ̃,ɪ,9
ʌ,v,9
k,ɪ,9
m̩,n̩,9
ð,ɾ,9
ɛ,n,9
ɾ,ʌ,9
h,ʌ,9
w,b,9
ʊ,ɑ,9
ʃ,ɪ,9
h,ɛ,9
ɡ,ʌ,9
ɹ̩,ɑ,9
ɛ̃,ɪ,9
n,s,9
o,j,9
ŋ,ʊ,9
m,ɛ,8
ɹ̩,u,8
ð,v,8
ʌ,h,8
n̩,t,8
ʌ,b,8
t,f,8
w,ɹ,8
ɛ,h,8
i,ɪ̃,8
w,l,8
j,d,8
a,ɔ,8
ʌ,ʒ,8
t,ɛ,8
l,m̩,8
ʊ,ʔ,8
j,ð,8
ɪ,b,8
j,ʌ,8
ʊ,æ,8
w,m,8
ʔ,k,8
t,z,8
æ,h,8
ɾ̃,ŋ,8
ʌ,m,8
n,j,8
æ,ʊ,8
n,h,7
ʃ,u,7
a,ɹ,7
w,o,7
ɛ,s,7
p,f,7
ɾ̃,h,7
d,ɹ̩,7
b,m,7
l,ɾ,7
u,o,7
õ,ʌ,7
ɛ,ɪ̃,7
l,b,7
ʌ,j,7
o,l̩,7
ʔ,ʊ,7
n̩,ɪ̃,7
n,w,7
f,θ,7
ɹ̩,n,7
w,v,7
v,p,7
ɡ,ɪ,7
i,ʊ,7
ŋ,m,7
ɹ,v,7
z,t,7
n,b,7
ʔ,ʌ,7
t,ʒ,7
a,n,7
u,ɹ̩,7
j,w,7
m,ʊ,7
n,i,7
ʊ,t,6
j,æ,6
t,ɹ̩,6
n̩,m,6
ɪ,k,6
b,w,6
ɹ,a,6
ɹ,ɛ,6
n,o,6
m,ŋ,6
ɪ̃,ʌ,6
t,l,6
ʌ,ʌ̃,6
n̩,ŋ,6
t,ɹ,6
ʔ,n̩,6
h,ð,6
n,æ,6
ð,a,6
n,v,6
v,m,6
ɪ,h,6
ɹ,l,6
ɛ,ʔ,6
ʊ,ð,6
l̩,ɔ,6
æ,ð,6
s,i,6
ɹ̩,o,6
k,ʔ,6
ʌ,ɡ,6
j,ɡ,6
l,w,6
b,ʔ,6
p,t,6
ʊ,a,6
u,ɛ,6
h,j,6
θ,ɪ,6
d,ɾ̃,6
j,h,6
ʌ,k,6
ɛ,ɾ,6
m,ð,6
b,ɪ,6
ɛ,b,6
o,u,6
o,ɑ,6
z,d,6
z,n,6
ɹ,t,5
e,ɹ̩,5
i,d,5
ɛ,z,5
w,ɔ,5
ŋ,ɡ,5
o,n,5
s,ʔ,5
ʌ̃,n̩,5
d,n̩,5
l,ɛ,5
æ,n,5
ʌ,ʃ,5
ɪ,ʃ,5
n̩,æ,5
ŋ,k,5
v,ʊ,5
h,a,5
v,d,5
ʃ,t,5
l,ɑ,5
v,ɹ,5
ʊ,ɹ,5
æ,t,5
t,b,5
ʌ,p,5
p,ʌ,5
v,t,5
ɾ̃,n̩,5
a,ð,5
n̩,ʌ̃,5
ð,æ,5
ʊ,d,5
ɪ,θ,5
ɹ,z,5
ɹ,ɑ,5
ʒ,ɹ̩,5
ʒ,ʌ,5
ɑ,ʊ,5
ɪ,ʒ,5
o,ð,5
æ,j,5
ɔ,æ,5
ʊ,ɾ̃,5
d,j,5
l,m,5
ɹ,s,5
n̩,ʊ,5
z,ʃ,5
i,ĩ,5
l,e,5
ɾ̃,ð,5
l,a,5
d,θ,5
ð,e,5
ɪ̃,i,5
ʊ,i,5
f,ɪ,4
ɹ,i,4
t,m,4
n̩,i,4
ɑ,ɑ̃,4
k,ɛ,4
n,l,4
õ,ʊ,4
i,ɹ̩,4
ŋ,ɪ,4
o,ɹ̩,4
b,d,4
l,i,4
ɪ,ŋ,4
ɪ,e,4
ɡ,a,4
l,v,4
ɹ,n,4
ɑ̃,ʌ,4
ɔ,w,4
s,m,4
k,ŋ,4
l̩,o,4
m̩,ɛ,4
s,ʒ,4
a,i,4
ʊ,n̩,4
ʊ,v,4
ĩ,ɪ,4
ɛ,l,4
t,ʊ,4
a,ɾ̃,4
t,ʃ,4
ɹ,u,4
t,ɑ,4
m,ɑ,4
ɔ,l,4
ð,ʊ,4
ɹ̩,w,4
s,ʊ,4
s,ɹ,4
a,m,4
k,n,4
l,s,4
p,m,4
ʊ,ɡ,4
s,l,4
k,j,4
n,m̩,4
z,ɛ,4
w,ð,4
n̩,ɹ,4
ɹ,ʌ̃,4
ʊ,z,4
k,t,4
æ̃,ɛ,4
o,l,4
m,ɹ̩,4
l̩,ɛ,4
f,ʊ,4
t,æ,4
d,ʒ,4
t,n̩,4
n,z,4
ʊ̃,o,4
ɪ,ɛ̃,4
l,n,4
i,o,4
ɾ,i,4
f,ð,4
w,ɹ̩,4
ɛ,ɹ,4
ʊ,j,4
k,d,4
u,j,4
ŋ,ʌ,4
p,ʔ,4
ɛ,m̩,4
i,ʃ,4
s,n,4
ʌ,θ,4
ɑ,s,4
ʔ,ɹ,4
m,h,4
l,z,4
i,a,4
m,f,4
ɾ,ɑ,4
ɾ,a,4
a,ʊ,4
m̩,ɪ,4
v,l,4
v,ð,4
a,s,4
d,h,4
j,ʊ,4
j,a,4
ɹ̩,s,4
f,s,4
æ,o,4
ʊ,ɔ,3
j,ɑ,3
ɛ̃,n̩,3
f,ɹ̩,3
l,k,3
d,ɔ,3
ʃ,i,3
ʃ,ʌ,3
b,ɡ,3
ɾ̃,i,3
w,u,3
ʔ,i,3
ŋ,ʔ,3
k,o,3
i,n̩,3
ð,m,3
k,ʌ,3
θ,ɛ,3
u,l̩,3
o,h,3
d,k,3
e,ð,3
d,ɑ,3
k,ɑ,3
ʒ,s,3
h,f,3
ʔ,b,3
n,a,3
a,ʔ,3
ʌ̃,ɛ̃,3
ð,f,3
w,j,3
ŋ,n̩,3
ɹ,j,3
ɹ̩,m̩,3
ɾ̃,ʊ,3
ɪ,m̩,3
i,z,3
n,e,3
d,ɡ,3
ŋ,d,3
ʒ,i,3
m,ɹ,3
ʊ,e,3
o,t,3
k,p,3
l̩,w,3
n,ʃ,3
a,d,3
e,ẽ,3
æ,ʔ,3
b,ʌ,3
t,j,3
j,l,3
b,ð,3
e,u,3
i,ɹ,3
θ,f,3
p,ʊ,3
v,s,3
m̩,b,3
l,t,3
n̩,ɛ̃,3
m,ɾ̃,3
u,w,3
ɛ,d,3
l,d,3
t,u,3
ɛ,k,3
d,p,3
ʒ,d,3
d,o,3
w,s,3
h,i,3
ɪ,ɡ,3
n̩,ɾ,3
ɾ,n,3
m,ʔ,3
ʊ,f,3
j,s,3
l,h,3
ɹ,e,3
ʒ,t,3
t,o,3
ʔ,ɛ,3
ɹ̩,ð,3
k,s,3
ɑ,h,3
d,a,3
ʔ,ð,3
ɹ,ɔ,3
ʌ,f,3
j,k,3
k,ð,3
p,v,3
θ,ʌ,3
ɾ̃,ʔ,3
ɔ,n,3
d,ʊ,3
v,ʔ,3
n̩,s,3
ɾ̃,v,3
ẽ,e,3
o,æ,3
ɑ,n,3
t,h,3
ɛ,u,3
ɾ̃,a,3
ʌ̃,o,3
ʔ,m̩,3
z,θ,3
ʒ,u,3
v,ɛ,3
ɹ̩,t,3
j,ʃ,3
a,v,3
ɾ,l,3
n,ɹ,3
u,ʒ,3
ɹ,ʔ,3
a,h,3
ʊ,b,3
i,ð,2
ɾ,e,2
s,f,2
n,ɑ,2
s,k,2
p,ɹ,2
ɹ̩,e,2
ɹ,b,2
h,m̩,2
w,ɛ,2
ɛ,l̩,2
u,ʔ,2
o,ʊ̃,2
ʊ,k,2
k,b,2
k,z,2
d,l,2
ɛ,j,2
o,ɾ̃,2
ɛ,f,2
b,k,2
l,j,2
ɑ,l,2
m̩,n,2
l,f,2
j,t,2
d,õ,2
u,n,2
æ,u,2
i,v,2
u,æ,2
b,s,2
a,l,2
ɔ̃,ɑ,2
ɾ,ɹ̩,2
ʌ̃,ɾ,2
j,m̩,2
h,k,2
ʊ,p,2
ɛ,v,2
æ̃,e,2
ɾ,ɹ,2
h,t,2
ʃ,ɹ̩,2
w,h,2
n,ɛ̃,2
ɑ,z,2
ɹ,o,2
z,æ,2
ɔ,l̩,2
h,m,2
n̩,d,2
m,o,2
e,v,2
b,z,2
e,j,2
ɡ,n,2
ʔ,l,2
ɑ,m,2
ʃ,k,2
ɪ̃,ŋ,2
ɡ,ʔ,2
k,l,2
n̩,ʔ,2
ɑ,k,2
s,j,2
ɾ̃,e,2
f,æ,2
m,d,2
z,l,2
i,ɾ,2
i,t,2
ɡ,o,2
ɾ̃,o,2
a,n̩,2
h,d,2
ɾ,ʊ,2
m,a,2
j,b,2
ʔ,j,2
ɡ,æ,2
s,p,2
ɹ,n̩,2
ð,j,2
k,æ,2
ɹ,m̩,2
ʌ̃,ɾ̃,2
l,ʔ,2
d,w,2
ɛ,w,2
j,ɹ̩,2
t,ɾ̃,2
f,l,2
ɔ,ɾ̃,2
z,f,2
n̩,ɑ,2
p,ɪ,2
ð,ɔ,2
ʊ,m,2
n̩,ð,2
ɑ,ɹ,2
b,u,2
ɪ,ɔ,2
z,v,2
ɡ,d,2
m,l,2
t,a,2
ɹ,ɡ,2
l,ɔ,2
z,ɹ̩,2
u,p,2
e,ɛ̃,2
ẽ,æ̃,2
k,ʊ,2
a,ɾ,2
ɾ,h,2
ʌ̃,ɛ,2
l,ɹ,2
w,z,2
u,ʃ,2
ɾ,ɔ,2
f,t,2
w,e,2
ɾ̃,d,2
ð,o,2
ɹ,d,2
ɔ,h,2
ɪ̃,m,2
n,l̩,2
m̩,t,2
t,w,2
i,b,2
m,s,2
ɛ̃,æ,2
w,f,2
ɑ,ʔ,2
d,æ,2
æ,d,2
ð,ɑ,2
k,a,2
ʃ,ʊ,2
ɡ,ŋ,2
θ,k,2
ɾ,ɛ,2
l,n̩,2
v,a,2
a,w,2
ɾ,b,2
ɪ,p,2
i,ŋ,2
ð,w,2
æ,ɹ̩,2
o,e,2
æ̃,ɪ,2
ɛ,ɔ,2
n̩,l̩,2
ɹ̩,ɾ̃,2
a,ɹ̩,2
m,i,2
j,z,2
ɾ̃,l,2
j,ɾ̃,2
l̩,ɾ,2
h,ɾ,2
j,m,2
w,ʔ,2
l,ɹ̩,2
m,e,2
m,æ,2
ɛ̃,n,2
m̩,ŋ,2
f,h,2
e,h,2
h,ɑ,2
w,ɾ,2
ð,i,2
d,m,2
m̩,w,2
j,p,2
ʃ,j,2
s,o,2
ɑ,ɾ̃,2
p,s,2
w,ʒ,2
l,u,2
s,ɛ,2
ɹ,p,2
w,p,2
n̩,v,2
ʃ,f,2
b,j,2
ɔ,a,2
ã,ʌ,2
m,j,2
e,l,2
s,a,2
ɹ̩,z,2
f,w,2
f,ʃ,2
ʌ̃,ɑ,2
o,i,2
ʊ̃,ʌ,2
l,p,2
ɾ,o,2
h,ɹ̩,2
j,e,2
n,ɡ,2
ɛ,m,2
n̩,b,2
ɪ̃,ɛ,2
õ,ɾ,2
ɪ,f,2
ɾ̃,j,2
n,k,2
b,n,2
ʌ̃,l̩,2
j,o,2
ɛ̃,ɾ̃,2
e,n,2
ɑ,ɾ,2
ʌ̃,ɹ̩,1
b,ɑ,1
e,ɔ,1
θ,l,1
n,ɔ,1
β,f,1
ʃ,m̩,1
ʃ,o,1
ʊ̃,ʔ,1
ʃ,ɔ,1
ʌ̃,u,1
u,l,1
θ,ɑ,1
o,ɾ,1
ŋ,æ,1
ʊ̃,ɾ̃,1
b,ɾ,1
u,ɾ,1
ʒ,ɛ,1
ɛ,ʌ̃,1
h,ʃ,1
ʔ,ʃ,1
s,ŋ,1
ã,ɛ,1
ʌ̃,æ,1
z,p,1
s,ɪ̃,1
m,ɔ,1
o,b,1
ɛ̃,ɪ̃,1
ɑ̃,ɹ,1
ʃ,l,1
w,a,1
e,t,1
ɹ,f,1
v,ɹ̩,1
ɑ,i,1
z,ʊ,1
ɔ̃,o,1
ʊ̃,ð,1
æ̃,i,1
ɛ̃,ẽ,1
ʌ̃,n,1
õ,n,1
k,i,1
p,æ,1
o,ʔ,1
z,m,1
ã,æ,1
ʃ,ʔ,1
i,ɡ,1
θ,ɡ,1
m,ɪ̃,1
ɪ̃,n,1
ẽ,ɛ,1
n,θ,1
ã,ɹ,1
ʊ̃,a,1
f,b,1
ð,ɹ,1
a,ŋ,1
ẽ,ɪ,1
n,p,1
w,t,1
ĩ,n,1
æ,f,1
ʒ,æ,1
ɡ,ɾ,1
ʔ,a,1
ɪ,ʌ̃,1
z,ɾ̃,1
w,l̩,1
ɪ̃,ɾ̃,1
θ,z,1
o,d,1
ɡ,ʊ,1
v,n̩,1
h,v,1
ɾ̃,ɪ̃,1
h,n,1
k,ɾ̃,1
æ,ɾ̃,1
n̩,z,1
õ,m,1
ẽ,p,1
ɪ̃,ɹ̩,1
æ,s,1
ɹ̩,f,1
d,f,1
s,ɹ̩,1
b,ɹ̩,1
u,v,1
j,ɾ,1
ʒ,l,1
ɪ,ẽ,1
æ̃,ʌ,1
ĩ,ɛ,1
ʌ̃,m,1
ã,n,1
t,ŋ,1
θ,m̩,1
ɾ,n̩,1
j,ĩ,1
ɾ̃,l̩,1
õ,ɔ,1
ʊ̃,ɪ,1
o,ʒ,1
n,ʒ,1
ɾ̃,p,1
p,z,1
ð,ʔ,1
θ,d,1
ʃ,h,1
ɹ̩,ŋ,1
m,z,1
v,z,1
ɾ̃,ɔ,1
z,ɹ,1
ŋ,a,1
ɹ̩,ʔ,1
l,ʃ,1
ʔ,θ,1
s,ɔ,1
ɪ̃,j,1
æ̃,z,1
e,d,1
ɾ,w,1
ʔ,ʒ,1
e,ɾ̃,1
ɔ,i,1
s,b,1
ɾ̃,ɹ,1
n̩,h,1
p,ɾ,1
i,h,1
ʔ,v,1
m,n̩,1
u,ɔ,1
a,t,1
ð,n̩,1
ɛ,ɡ,1
ð,ɾ̃,1
ð,m̩,1
ɔ,θ,1
ã,ɑ,1
m̩,ɑ,1
ʔ,ɡ,1
z,ɑ,1
ɪ̃,a,1
v,ɡ,1
e,æ̃,1
ẽ,ɛ̃,1
ʊ,ʃ,1
b,l,1
ẽ,i,1
ð,h,1
ɔ,ɹ,1
h,l,1
θ,ʒ,1
ŋ,ð,1
ʃ,w,1
ʌ̃,s,1
a,æ̃,1
ɾ̃,ɹ̩,1
p,h,1
ɹ,k,1
n̩,w,1
i,m̩,1
i,ɑ,1
b,t,1
p,ɡ,1
h,o,1
h,ʊ,1
w,k,1
h,θ,1
m̩,ɾ̃,1
θ,ʊ,1
h,n̩,1
ɔ,v,1
m̩,ɹ̩,1
θ,ɹ̩,1
ɾ,ʒ,1
e,ɹ,1
ʊ,o,1
h,u,1
ʌ,ɪ̃,1
ʔ,w,1
ʃ,ɹ,1
ɡ,i,1
ɛ̃,s,1
b,i,1
ɡ,s,1
ĩ,ɪ̃,1
ʒ,b,1
i,w,1
θ,n,1
æ,n̩,1
l̩,m,1
æ,b,1
k,u,1
s,w,1
a,b,1
d,u,1
o,ʃ,1
v,e,1
ɹ̩,j,1
æ,ɡ,1
i,s,1
ɾ̃,w,1
k,ɹ,1
ɑ,b,1
ɹ̩,p,1
f,i,1
k,v,1
p,n,1
n̩,l,1
ɹ̩,h,1
ʌ̃,ʔ,1
ʔ,ɑ,1
u,m,1
ʌ̃,p,1
ɛ̃,a,1
O,m,1
ã,ɪ,1
ɑ,e,1
z,b,1
ɾ,æ,1
ʊ̃,j,1
ʊ̃,z,1
õ,ð,1
a,u,1
m̩,ɹ,1
n,ɹ̩,1
i,m,1
ʊ̃,æ,1
ɛ̃,m,1
ɡ,h,1
s,ɡ,1
ʃ,æ,1
ɡ,j,1
s,ɾ̃,1
ʔ,z,1
u,d,1
l̩,n,1
ɹ̩,d,1
t,v,1
m,ɡ,1
n,u,1
ɑ,w,1
õ,h,1
n̩,j,1
b,ɛ,1
ɾ,z,1
ɔ,u,1
u,ð,1
h,b,1
w,i,1
z,a,1
ʃ,n,1
ũ,u,1
æ,ɛ̃,1
l,o,1
ɡ,ɛ,1
θ,p,1
ɔ,õ,1
o,m,1
n,ʌ̃,1
j,ʔ,1
ɔ,ð,1
ŋ,ɛ,1
d,ɹ,1
ɹ,ʒ,1
ɾ,ɡ,1
f,u,1
z,j,1
z,u,1
æ,ɹ,1
t,ɡ,1
z,ɾ,1
f,d,1
h,l̩,1
ɔ,f,1
j,v,1
f,ʌ,1
ɡ,ð,1
e,m̩,1
u,b,1
a,j,1
f,ŋ,1
ŋ,θ,1
o,ŋ,1
ɛ,ʒ,1
a,p,1
u,ɾ̃,1
n̩,ʒ,1
s,e,1
p,w,1
ɹ,ɾ̃,1
ɡ,ɹ̩,1
ŋ,ɑ,1
æ,w,1
õ,ɛ,1
j,ɹ,1
l,æ̃,1
m,k,1
ʌ̃,t,1
θ,ŋ,1
v,ɾ̃,1
ɑ̃,n,1
a,k,1
ʒ,e,1
ɾ̃,ɑ,1
p,k,1
d,i,1
ʃ,ɾ,1
p,ɹ̩,1
æ,ɔ,1
b,f,1
ɛ,θ,1
ɡ,w,1
ʔ,e,1
k,θ,1
l̩,n̩,1
ɹ̩,ɾ,1
ɾ,m,1
æ,k,1
k,e,1
o,p,1
ŋ,ɾ,1
ɑ,m̩,1
ʔ,ɾ̃,1
k,n̩,1
s,ɾ,1
p,l,1
k,m,1
ʃ,m,1
s,u,1
ɪ̃,n̩,1
ẽ,æ,1
e,θ,1
i,n,1
z,e,1
e,w,1
θ,æ,1
æ,ɾ,1
ð,k,1
ʊ,ʒ,1
ʒ,j,1
a,ɡ,1
k,ʃ,1
ʌ,ɛ̃,1
e,o,1
f,ɹ,1
h,e,1
ʔ,m,1
f,l̩,1
e,ɪ,1
m,ɾ,1
v,m̩,1
ʊ,h,1
ŋ,z,1
z,w,1
ɔ,b,1
ã,m,1
f,k,1
ɾ,s,1
e,ɾ,1
m̩,ʊ,1
ĩ,æ,1
ɛ̃,ʌ̃,1
a,θ,1
h,s,1
p,ɛ,1
w,ɑ,1
m,θ,1
ɹ̩,m,1
p,ɑ,1
ʃ,e,1
