original,substitution,total_substitutions
ɪ,l̩,11
ʊ,ɾ,11
w,ɹ,11
ʒ,ʃ,11
n,i,11
ɔ̃,ɔ,11
z,d,11
m,v,11
j,n,11
o,a,11
n̩,ɾ̃,11
ɔ,ɛ,11
l̩,o,11
ɛ,ɛ̃,11
d,ʌ,11
n,ʊ,10
ʃ,z,10
d,ʔ,10
ʒ,ɪ,10
æ,h,10
v,p,10
æ,ʊ,10
o,u,10
s,d,10
ɛ,t,10
ɪ,o,10
n,l,10
d,z,10
z,t,10
ɪ,t,10
o,l̩,10
ɪ,ʔ,10
θ,s,10
j,ɡ,10
ɹ,ɾ,10
æ,i,10
j,ɛ,10
v,ð,10
l,w,10
m̩,ɪ,10
d,ɛ,10
ʌ̃,ɪ,10
ɛ,j,9
h,ɛ,9
ɪ,h,9
ʊ,ʔ,9
l,ɛ,9
ʌ,j,9
u,o,9
ʔ,ɪ,9
ʊ,ʊ̃,9
ʌ,b,9
n̩,m,9
ʌ,h,9
l̩,ɪ,9
n̩,t,9
ɡ,ʌ,9
j,ʒ,9
ʌ,z,9
ð,s,9
t,ʊ,9
z,ʌ,9
ŋ,ɾ̃,9
ɹ̩,u,9
æ,j,8
i,æ,8
n̩,ŋ,8
ɹ,ɛ,8
f,ɪ,8
t,ɹ̩,8
ɛ,ɹ,8
ɹ,ʊ,8
f,θ,8
ð,b,8
ɔ,æ,8
j,h,8
o,æ,8
ŋ,ɪ,8
ʊ,d,8
ɹ̩,ɔ,8
ɪ,b,8
l,s,8
ɛ,ɑ,8
ʌ,ʔ,8
ð,v,8
ɾ̃,ɛ,8
ð,æ,8
m,ʊ,8
m,ɪ,8
ð,z,8
ʌ,ɾ̃,8
ɪ,ɾ̃,8
o,õ,8
m,ʌ,8
ɛ,ɪ̃,8
u,j,8
ʊ,i,8
n,s,8
m,l,7
v,ʌ,7
t,æ,7
w,ɛ,7
ŋ,ʊ,7
b,m,7
j,ʌ,7
æ,ð,7
õ,ʊ,7
ɪ,v,7
ɾ̃,ŋ,7
ɛ̃,n̩,7
u,ɹ̩,7
l,i,7
v,ɹ̩,7
ɛ,ʔ,7
s,ʒ,7
ʃ,ɪ,7
a,i,7
ɾ̃,h,7
s,i,7
ɾ̃,ð,7
ʌ,ɾ,7
ɡ,ɪ,7
ʔ,b,7
ʌ,v,7
t,ʒ,7
w,b,7
t,b,7
ʌ̃,n̩,7
ʊ,æ,7
n,æ,7
ɹ,w,7
m,ŋ,7
ɛ,z,7
n,a,7
n,h,7
ʊ,a,6
w,ʊ,6
ɪ,θ,6
ʔ,ʊ,6
o,n,6
v,m,6
ð,ɾ,6
j,ɹ,6
d,o,6
ʌ,ɡ,6
ɹ̩,n,6
d,ɡ,6
b,ɪ,6
ɹ,n,6
ʊ,ð,6
ɹ,z,6
w,ɪ,6
ʊ,ɹ,6
t,f,6
m,ɛ,6
d,ʊ,6
ɾ̃,o,6
k,ɪ,6
m̩,n̩,6
m̩,ɛ,6
ʊ,t,6
ɾ,t,6
n,z,6
ɛ,l,6
u,ɛ,6
t,l,6
ʔ,ʌ,6
ĩ,ɪ,6
θ,ɪ,6
t,m,6
ʊ,s,6
ɹ,ð,6
t,z,6
θ,f,5
ʔ,ɛ,5
ʔ,ɹ,5
i,o,5
d,v,5
ð,a,5
æ,o,5
w,ð,5
i,ɹ̩,5
n̩,æ,5
k,ʔ,5
ɹ,v,5
ɛ,ɾ,5
h,j,5
d,j,5
h,ʌ,5
w,o,5
d,m,5
i,ɹ,5
ʌ̃,n,5
ẽ,e,5
v,ʊ,5
o,ɹ̩,5
n̩,ʊ,5
s,o,5
æ,d,5
t,a,5
ŋ,ɡ,5
t,ɛ,5
l,m,5
t,ʃ,5
n,j,5
s,ɛ,5
ɹ,o,5
o,l,5
ɾ,o,5
ʊ,j,5
l,n,5
d,ʃ,5
k,s,5
ɹ̩,w,5
s,ɹ,5
ɾ̃,l,5
z,n,5
b,ð,5
ʊ,m,5
ʊ,e,5
o,j,5
d,ɹ̩,5
ʃ,u,5
w,u,5
p,m,5
j,w,5
a,ɔ,5
ʌ,ʒ,5
d,θ,5
t,u,5
ʊ̃,o,5
s,ʊ,5
ɾ,z,5
ɾ,i,5
j,d,5
l,ɾ,5
w,m,5
ʊ,ɔ,4
ɪ̃,ʌ,4
ɪ,ʒ,4
a,h,4
d,a,4
ɹ,e,4
j,z,4
n,v,4
m,i,4
ɑ,ʊ,4
a,j,4
f,s,4
ʔ,m,4
u,n,4
s,m,4
ɛ,w,4
ʃ,i,4
e,ʊ,4
ʊ,ɑ,4
n,w,4
ʌ,f,4
ʔ,n̩,4
ɹ̩,o,4
ʃ,k,4
k,ʊ,4
θ,ʌ,4
ʊ,ɾ̃,4
ɾ,n,4
ɾ̃,d,4
h,ð,4
v,ɾ̃,4
i,a,4
e,u,4
n,e,4
a,l,4
m,n̩,4
k,ŋ,4
m̩,b,4
ʒ,ʌ,4
k,n,4
p,t,4
ɔ,n,4
ɹ,k,4
ɪ,m̩,4
ʔ,ð,4
e,ð,4
j,ð,4
ɹ,d,4
ɑ,h,4
ɹ,a,4
ɹ,f,4
i,n,4
ŋ,k,4
s,ʔ,4
n̩,ɪ̃,4
m,ð,4
n,k,4
ɔ,l̩,4
i,d,4
ɔ,a,4
j,a,4
j,s,4
l,e,4
l̩,w,4
ɾ̃,a,4
ʊ,z,4
p,ʔ,4
a,ɹ̩,4
i,ɪ̃,4
t,ɾ̃,4
ɛ,m,4
o,ɑ,4
l,z,4
l,f,4
n,m̩,4
j,m,4
ŋ,n̩,4
d,n̩,4
d,k,4
n,ɹ,4
ð,h,4
ɛ,b,4
ɾ̃,j,4
æ,t,4
p,f,4
j,ʃ,4
j,ʊ,4
f,ð,4
l,a,4
n̩,d,4
z,a,4
ɪ,e,4
ʌ,p,4
a,n,4
ɪ,ŋ,4
ɹ,ɑ,4
s,l,4
ɹ,u,4
ɹ,s,4
t,w,4
o,e,4
h,o,4
a,ɹ,4
u,l̩,4
f,ʃ,4
d,ɔ,3
ʔ,i,3
v,ɛ,3
l,b,3
ɹ̩,e,3
b,ɡ,3
b,d,3
ɔ̃,ɑ,3
ɔ,h,3
ð,i,3
ɑ,ɑ̃,3
e,h,3
ʊ,f,3
ʔ,a,3
d,ʒ,3
l,m̩,3
m,f,3
ʌ̃,ɛ,3
ð,m,3
ɛ,m̩,3
l,ɾ̃,3
æ,ɾ̃,3
l,ɹ̩,3
j,æ,3
ʌ,ɛ̃,3
a,ɪ,3
l,o,3
n,l̩,3
v,ʔ,3
ɾ,ɹ̩,3
ɹ,t,3
ɹ̩,ɑ,3
z,θ,3
n̩,i,3
θ,l,3
z,ɛ,3
h,ɪ,3
v,n,3
ɾ̃,ʊ,3
e,ɹ̩,3
ɹ̩,s,3
æ̃,ɪ,3
o,ð,3
h,m̩,3
ɾ,ɔ,3
ɹ̩,m̩,3
ð,f,3
ɾ,e,3
ʌ,k,3
v,t,3
ɛ,v,3
a,ʊ,3
õ,ɛ,3
k,d,3
ɾ,ʊ,3
m̩,n,3
ð,w,3
v,h,3
m,j,3
ʊ,n̩,3
ɪ̃,ŋ,3
o,h,3
s,n,3
i,z,3
ʌ̃,o,3
l̩,u,3
ɑ̃,ʌ,3
e,ɹ,3
i,l,3
m,ɹ̩,3
t,ɑ,3
t,ɹ,3
d,f,3
ɛ,k,3
ɾ̃,n̩,3
ɛ̃,m,3
m,o,3
s,w,3
n̩,l,3
ɛ,ɾ̃,3
u,w,3
æ,n,3
v,ɹ,3
a,m,3
n̩,ð,3
ɹ̩,ð,3
b,ʔ,3
t,ŋ,3
ɹ,i,3
ʒ,t,3
ɪ̃,i,3
h,t,3
a,ð,3
ɹ,m,3
ʊ,v,3
b,f,3
ʊ,p,3
t,h,3
z,l,3
w,ɹ̩,3
h,a,3
ɑ,s,3
o,ɹ,3
ɹ̩,j,3
b,l,3
i,m,3
k,æ,3
d,w,3
ɹ̩,l̩,3
o,ʔ,3
ɹ,j,3
v,l,3
ʌ,ʌ̃,3
ŋ,d,3
ʔ,l,3
ʔ,s,3
l̩,ɛ,3
z,ʃ,3
ʊ̃,n,3
ɡ,ŋ,3
ɾ,a,3
l,ɹ,3
k,t,3
n̩,ʌ̃,3
ɪ̃,ɛ,3
ɑ,ɾ,3
ɑ,e,3
ɪ,ɡ,3
ʃ,t,3
n̩,ɡ,3
ʌ,ŋ,3
z,ɹ,3
ɪ,ʃ,3
e,o,3
ʌ,θ,3
t,n̩,3
ɪ,k,3
n,ɡ,3
ʔ,ɡ,3
ɹ̩,l,3
ɹ,m̩,2
e,n,2
õ,ɾ,2
v,æ,2
t,i,2
n,θ,2
l,ɑ,2
f,ɹ̩,2
z,ɑ,2
ɹ̩,ɾ̃,2
ɹ̩,t,2
i,ɡ,2
æ,b,2
ʔ,ɾ̃,2
n,ʒ,2
ɛ̃,ʌ,2
ɛ,s,2
v,z,2
l,j,2
ɛ,l̩,2
ɡ,s,2
o,k,2
a,s,2
h,ɹ̩,2
p,ɹ̩,2
l̩,ɔ,2
f,b,2
l,d,2
ɾ,u,2
o,m,2
ʊ,h,2
s,a,2
f,k,2
ɪ̃,m,2
ʃ,l,2
m̩,t,2
u,d,2
b,s,2
l̩,ɾ,2
d,ɑ,2
o,ɾ,2
n̩,ɹ̩,2
ɹ,h,2
i,ʊ,2
i,ɑ,2
h,ʃ,2
h,p,2
w,s,2
v,d,2
m,s,2
f,t,2
ɡ,ɛ,2
ʃ,j,2
ʔ,ɑ,2
i,b,2
u,m,2
w,ɔ,2
ɡ,d,2
ɾ̃,e,2
ɾ,ʌ,2
ɾ,l̩,2
o,t,2
j,p,2
s,k,2
ɾ,ɛ,2
w,a,2
ɑ,t,2
e,v,2
ʒ,d,2
ɑ,m,2
ɹ,ʔ,2
ɑ,d,2
w,f,2
h,θ,2
h,m,2
z,æ,2
t,o,2
i,s,2
ʒ,ʊ,2
j,b,2
k,a,2
æ,l,2
p,ɛ,2
j,t,2
θ,n,2
ŋ,ð,2
l,t,2
u,l,2
ð,j,2
ɾ,n̩,2
ʊ,b,2
v,θ,2
ɹ̩,f,2
a,n̩,2
ɹ,p,2
ɑ,w,2
f,ʊ,2
æ,u,2
e,j,2
ɾ̃,v,2
ʔ,e,2
s,p,2
l,u,2
v,o,2
p,i,2
z,f,2
ɾ,ɹ,2
a,t,2
ɪ,æ̃,2
j,ɹ̩,2
k,v,2
w,v,2
ʃ,ɾ,2
ɪ,ɔ,2
n,p,2
ɪ̃,j,2
ɛ,u,2
ʔ,m̩,2
u,t,2
ʔ,θ,2
n,b,2
ɾ,s,2
ɑ,ɹ,2
f,l,2
z,n̩,2
ɡ,j,2
ŋ,o,2
ð,o,2
k,j,2
ʊ,ɡ,2
i,ŋ,2
ɹ̩,ʃ,2
ɑ,ʔ,2
ɔ,d,2
æ̃,e,2
e,æ̃,2
õ,ɔ,2
ʊ̃,ɪ,2
e,l,2
ɾ,ɑ,2
ɡ,ð,2
ɪ̃,n̩,2
ɛ,d,2
l,h,2
ɡ,o,2
ʒ,u,2
æ̃,i,2
ɹ̩,v,2
v,a,2
õ,ʌ,2
õ,ð,2
ʃ,h,2
n̩,s,2
ð,ɑ,2
a,ɾ̃,2
k,l,2
d,ɹ,2
a,ʔ,2
n̩,ʔ,2
o,s,2
ɑ,z,2
ð,k,2
ɔ,u,2
ɾ,b,2
ɪ,ɛ̃,2
f,h,2
ɛ̃,n,2
m̩,ŋ,2
t,ɡ,2
ʒ,i,2
ɹ,ɔ,2
i,h,2
ɾ̃,ɹ,2
ʌ,ʃ,2
b,k,2
ɑ,f,2
m,ɑ,2
e,m̩,2
a,ɾ,2
ɪ,f,2
ʌ̃,ɛ̃,2
ŋ,ʌ,2
æ,ʔ,2
d,l,2
n̩,ɑ,2
ɹ,ʒ,2
æ,ɪ̃,2
m,ɾ̃,2
p,w,2
ʃ,e,2
ɔ,ʃ,2
i,ɾ,2
k,p,2
θ,k,2
ã,o,2
n,ɑ,2
ɛ̃,æ̃,2
ð,e,2
w,æ,2
ʒ,s,2
ɡ,n,2
m,h,2
ɑ,n,2
ɹ̩,b,2
ɾ̃,l̩,2
θ,z,2
z,i,2
j,k,2
n̩,l̩,2
ɛ,ŋ,2
m̩,f,2
ʊ,ʃ,2
ɑ,l,2
ʊ̃,a,2
i,n̩,2
h,ʊ,2
d,ɾ̃,2
u,ʔ,2
v,s,2
ʌ̃,ɑ,2
ɪ,p,2
n,u,2
ɛ,ʌ̃,2
s,ŋ,2
ɹ̩,z,2
v,ɾ,2
ɹ̩,h,2
ɛ̃,e,2
h,b,2
ʃ,ʌ,2
ŋ,ʔ,1
m,k,1
p,o,1
ɹ,b,1
m,ɡ,1
b,z,1
ɾ,ʒ,1
ɹ,l̩,1
ʔ,z,1
æ,ʃ,1
ã,n,1
ʊ̃,s,1
m,ɾ,1
v,m̩,1
p,ʊ,1
k,ʒ,1
ɔ,m̩,1
ɾ̃,ʒ,1
ʊ,ʒ,1
e,ɾ,1
m̩,ʊ,1
ɾ,m,1
æ,k,1
ɡ,z,1
o,p,1
ã,m,1
ʌ̃,t,1
j,l,1
ɪ,a,1
ɪ̃,n,1
ẽ,ɛ,1
ʌ̃,ɹ̩,1
ã,ɹ,1
l̩,n,1
s,ɑ,1
ŋ,a,1
e,n̩,1
ŋ,p,1
ẽ,æ,1
d,u,1
j,ɾ̃,1
ɹ̩,m,1
h,ɾ̃,1
z,m,1
ã,æ,1
b,n,1
m̩,z,1
p,k,1
ɔ,t,1
n̩,e,1
æ̃,a,1
a,θ,1
θ,ŋ,1
ɹ,n̩,1
j,ɾ,1
æ,ɹ̩,1
h,æ,1
m̩,ɹ̩,1
ɔ,e,1
ɪ̃,ɹ,1
ð,u,1
l,p,1
ɑ,p,1
ẽ,p,1
p,n̩,1
o,ʌ̃,1
m,ʔ,1
n,ʃ,1
l,ɔ,1
ʌ̃,ʊ,1
æ,s,1
ð,ʃ,1
s,ɹ̩,1
n̩,b,1
ɡ,ʊ,1
n̩,z,1
õ,m,1
ɪ̃,ɾ̃,1
ɹ,ʌ̃,1
n,ɪ̃,1
ɹ̩,ɾ,1
k,ɑ,1
ĩ,n,1
ʒ,j,1
æ,z,1
ɾ,j,1
ʒ,ɡ,1
a,ŋ,1
u,h,1
ʊ,k,1
ʌ̃,h,1
e,ɪ,1
ʌ,õ,1
æ̃,w,1
ɹ̩,a,1
ĩ,ɛ,1
ɾ̃,θ,1
n̩,a,1
i,ʃ,1
θ,m̩,1
ɔ,p,1
ð,ʔ,1
ɛ,f,1
ʊ̃,w,1
j,f,1
l,ʃ,1
k,ð,1
ʒ,m,1
m,ʒ,1
ŋ,ɛ̃,1
ẽ,æ̃,1
s,æ,1
ð,n̩,1
ɛ,ɡ,1
ɔ,ð,1
h,u,1
e,d,1
ɔ,v,1
b,j,1
ɹ,æ,1
t,m̩,1
ẽ,i,1
ʌ̃,m,1
ʊ,o,1
m,ɹ,1
e,ɔ,1
ʔ,ʒ,1
s,j,1
æ̃,ɛ,1
ɛ,æ̃,1
ð,ɔ,1
h,l,1
ð,ʊ,1
e,s,1
ð,m̩,1
w,j,1
ɾ,h,1
p,h,1
d,h,1
b,u,1
ɑ̃,ʌ̃,1
n,ʊ̃,1
æ,ʒ,1
s,b,1
p,v,1
k,ɛ,1
n̩,h,1
p,ɾ,1
ð,ɾ̃,1
w,h,1
w,ɡ,1
n̩,w,1
θ,d,1
ɡ,t,1
ʌ̃,s,1
p,ʌ,1
k,ʌ,1
k,u,1
θ,ʊ,1
ɑ,ð,1
ɔ,m,1
w,n̩,1
u,m̩,1
ʃ,ɹ̩,1
m̩,ɹ,1
u,e,1
e,ɾ̃,1
ɔ,i,1
w,k,1
m̩,o,1
ɾ̃,ʔ,1
ɡ,æ,1
p,a,1
t,ɪ̃,1
ʔ,h,1
u,ɔ,1
æ,f,1
h,ʔ,1
s,ɔ,1
a,w,1
θ,ʒ,1
i,p,1
p,z,1
ʒ,b,1
ɑ,u,1
p,θ,1
ɑ,b,1
m,æ,1
e,t,1
n,ɹ̩,1
m,θ,1
w,n,1
a,u,1
m,a,1
ʌ̃,ɾ̃,1
b,ʌ,1
t,v,1
ʃ,ɛ,1
f,z,1
ɡ,m,1
f,i,1
l,v,1
v,e,1
w,e,1
θ,w,1
k,ɔ,1
k,o,1
j,o,1
n̩,v,1
z,o,1
e,k,1
a,k,1
ʔ,ŋ,1
n̩,j,1
z,j,1
p,ɪ,1
w,d,1
o,d,1
θ,p,1
l,k,1
e,z,1
ʔ,j,1
ɛ̃,o,1
s,ɡ,1
p,s,1
n̩,ʒ,1
ɑ̃,ɔ,1
d,p,1
ʊ,ŋ,1
l,ɡ,1
u,ŋ,1
n̩,u,1
ɾ,l,1
s,e,1
ɔ,z,1
ɾ̃,z,1
w,ʔ,1
ɹ̩,ʒ,1
ɑ̃,ɛ,1
ɛ̃,j,1
ʌ̃,p,1
O,i,1
b,ɛ,1
ã,ɪ,1
z,u,1
ʒ,ɾ,1
ʃ,θ,1
ʊ̃,j,1
j,ŋ,1
ʊ̃,z,1
ɔ̃,o,1
ũ,u,1
ɡ,i,1
ɾ,w,1
ɡ,a,1
w,i,1
z,ʔ,1
z,ɾ,1
ɹ,ɾ̃,1
j,v,1
ɪ̃,ʔ,1
ʃ,n,1
b,l̩,1
ɔ,s,1
l̩,h,1
ŋ,s,1
ŋ,j,1
h,ɹ,1
ŋ,ʒ,1
w,ʒ,1
θ,e,1
l,n̩,1
a,v,1
w,θ,1
f,u,1
v,k,1
ɹ,ŋ,1
h,i,1
ʔ,ɛ̃,1
ʌ̃,ɾ,1
ɔ,b,1
p,ɹ,1
e,b,1
ʒ,ɑ,1
h,ɡ,1
ŋ,ɛ,1
v,u,1
ɑ,ɾ̃,1
ʒ,e,1
b,m̩,1
m̩,l̩,1
õ,ɪ,1
a,õ,1
u,v,1
z,ʊ,1
i,v,1
v,i,1
ʌ,ɪ̃,1
ɛ,θ,1
b,ɹ,1
k,ɹ,1
a,ɛ̃,1
u,ð,1
s,ɾ,1
β,b,1
ʒ,ɛ,1
f,d,1
h,l̩,1
w,p,1
β,f,1
a,m̩,1
n̩,ɛ̃,1
b,ɾ,1
æ,ɾ,1
z,k,1
i,ɾ̃,1
ɔ,l,1
ĩ,ɪ̃,1
k,f,1
ʔ,ʃ,1
ã,ɛ,1
ʊ̃,l,1
z,p,1
ã,ʌ,1
ʊ̃,ɾ̃,1
v,j,1
u,b,1
ʒ,ɹ̩,1
ɾ̃,f,1
h,f,1
i,ð,1
ʒ,θ,1
o,ɡ,1
n̩,k,1
ɑ̃,ɹ,1
j,ɑ,1
õ,n,1
ʊ̃,ʌ,1
f,ɛ,1
f,ʔ,1
ʒ,p,1
f,m,1
ɛ,ɔ,1
l̩,n̩,1
ɔ,ɾ,1
e,θ,1
k,n̩,1
z,ɾ̃,1
w,l̩,1
b,ɑ,1
ʃ,f,1
s,v,1
ŋ,ɾ,1
ɑ,k,1
k,m,1
ʃ,m,1
f,ʌ,1
ʔ,w,1
k,w,1
u,ʒ,1
ɹ̩,d,1
ʃ,ð,1
f,æ,1
n̩,ɹ,1
h,s,1
ĩ,æ,1
m,e,1
õ,ɾ̃,1
k,b,1
ʃ,ɔ,1
m̩,w,1
f,w,1
ʌ̃,u,1
