original,substitution,total_substitutions
j,n,14
ð,d,13
æ,i,13
θ,s,13
t,ʊ,13
ʊ,ɹ,13
d,z,13
z,ʌ,13
ŋ,m,13
w,l,13
ɛ,m,13
ɹ̩,i,13
t,p,13
j,u,13
l,ɪ,13
θ,t,13
t,z,13
ʊ,l̩,12
ʌ,m,12
ɪ,s,12
ɛ,ʔ,12
ɔ,ɪ,12
ɛ,ʊ,12
p,ʔ,12
b,ʔ,12
v,ʌ,12
w,v,12
z,t,12
o,l̩,12
z,d,12
m,w,12
ʌ,h,12
h,j,12
n,i,12
ð,t,12
ɾ̃,ʌ,12
w,ɹ,12
n,t,12
b,ð,11
m,ʊ,11
ɛ,ɑ,11
n̩,m,11
j,ʌ,11
ɛ,i,11
h,ɪ,11
β,p,11
ʔ,ʊ,11
b,m,11
ɪ,v,11
m,ɪ,11
ɛ,ɾ,11
w,ʊ,11
ɛ,d,11
ʃ,ɪ,11
θ,ɪ,11
t,k,11
ʔ,n̩,11
f,θ,10
h,ð,10
p,f,10
n,s,10
z,n,10
n,z,10
t,ɛ,10
v,w,10
ɾ,t,10
ɔ,ɛ,10
ʌ,j,10
æ,ð,10
ɔ,w,10
s,d,10
æ,e,10
m̩,ɪ,10
b,w,10
a,n,10
ɛ,ɾ̃,10
i,æ,10
ð,l,10
m̩,b,10
d,ʃ,10
o,l,10
ʊ,ɾ,10
m,n̩,9
w,m,9
i,ɹ̩,9
n,ʊ,9
ɑ,n,9
u,ʊ,9
n̩,ð,9
ɾ,ʌ,9
a,i,9
ɹ,ɛ,9
o,u,9
s,ʔ,9
l̩,ɪ,9
d,s,9
ʌ,v,9
m,ŋ,9
ʊ,v,9
ɛ,ɹ,9
ɾ̃,ɛ,9
v,m,8
ʊ,m,8
i,a,8
l,b,8
ɹ̩,u,8
ɹ,n,8
b,d,8
ɹ,z,8
h,ʌ,8
ɛ,z,8
l,n,8
l̩,ʊ,8
ɔ,a,8
ʌ̃,ɪ,8
d,ɛ,8
ʌ,b,8
ɹ̩,ɑ,8
v,ʊ,8
u,j,8
ɹ,w,8
v,ð,8
ɪ,ŋ,8
t,n̩,8
t,l,8
ɹ,s,8
h,ɛ,8
o,ɹ̩,8
ɹ,ʊ,8
a,ʊ,8
ɪ,o,8
n,a,8
i,ʊ,7
ɹ,b,7
l,ɛ,7
w,ɔ,7
ɛ,j,7
ŋ,ɡ,7
ð,b,7
l,ɾ,7
ð,s,7
d,v,7
ʊ,s,7
o,w,7
m̩,ɛ,7
ʔ,k,7
o,ð,7
d,ɾ̃,7
ɹ̩,ɔ,7
ɡ,n,7
d,j,7
s,l,7
k,ʔ,7
ɹ̩,o,7
ð,ʔ,7
ɛ̃,ʌ,7
ɹ,ð,7
ɹ,ʔ,7
t,a,7
j,d,7
d,n̩,7
ɛ,t,7
ŋ,n̩,7
n,o,7
ɹ,d,7
u,l̩,7
t,ʒ,7
l,a,7
t,w,7
m,i,7
j,æ,7
s,m,7
s,i,7
ð,ɾ,6
n,v,6
ʊ,t,6
a,ɔ,6
ɹ,a,6
ɹ,l,6
d,ʊ,6
ɡ,d,6
e,ɹ,6
v,d,6
ɾ̃,ð,6
b,ʌ,6
w,f,6
ʌ,p,6
z,ʃ,6
f,t,6
i,n̩,6
ʊ,ʔ,6
ʔ,ð,6
n,j,6
n,ɹ,6
ʃ,ɹ,6
ʌ̃,n,6
ʌ,θ,6
e,n,6
m,ð,6
ð,m,6
ɪ,h,6
ɔ̃,o,6
ɪ̃,ʊ,6
o,ɾ̃,6
d,ɑ,6
l,i,6
k,l,6
z,m,6
ʊ,ð,6
æ,ʔ,6
n̩,ŋ,6
ʒ,ɾ,6
s,o,6
ʊ,a,6
n,ɡ,6
ẽ,e,6
ɹ̩,n,6
n̩,ʔ,6
f,ɪ,6
l,ɾ̃,6
a,ð,6
l,s,6
ʌ,k,6
t,ɾ̃,6
u,ɛ,6
ʊ,d,6
ð,a,6
v,ʔ,6
ʊ,i,6
ɡ,ŋ,6
æ,n,6
ʃ,i,6
ɔ,n,6
v,p,6
t,ɹ̩,6
ʊ̃,o,6
θ,z,6
l,w,6
n,ɑ,6
o,h,6
a,w,6
o,æ,6
k,t,6
t,h,5
j,p,5
ɛ,u,5
i,n,5
e,o,5
n̩,æ,5
l,o,5
t,f,5
s,ʊ,5
ʊ,e,5
e,j,5
j,ð,5
k,ɪ,5
ð,ɑ,5
ɔ,l̩,5
ʊ,n̩,5
ʔ,p,5
ɑ,ɾ,5
ʌ̃,ɛ,5
ð,w,5
æ,h,5
n̩,t,5
n,æ,5
ð,v,5
ɹ,ɔ,5
ɾ̃,ʊ,5
ŋ,ɪ,5
ɔ,ʊ,5
m,m̩,5
s,b,5
ɪ̃,i,5
ʌ̃,n̩,5
n,b,5
a,m,5
p,ʌ,5
n,l,5
ʌ,ŋ,5
ɔ̃,ɔ,5
ɪ,ʃ,5
ɾ̃,ŋ,5
h,o,5
t,m,5
m,o,5
p,m,5
n̩,i,5
θ,l,5
l,m,5
o,n,5
æ,o,5
ʒ,d,5
s,n,5
f,ʊ,5
ɾ,ɪ,5
l̩,ɾ,5
f,s,5
ɾ,ʊ,5
ʒ,ɹ̩,5
ʃ,t,5
j,w,5
m,p,5
ɛ,v,5
ʊ,z,5
ɾ̃,h,5
ʌ,f,5
ɛ,s,5
ʌ,ʒ,5
n,h,4
ʔ,w,4
j,a,4
m,ɾ̃,4
ɡ,ʔ,4
ɡ,ɪ,4
i,w,4
ɡ,ʌ,4
ɔ,e,4
k,s,4
ð,n̩,4
n̩,ɹ̩,4
ɪ,b,4
ɛ,l,4
æ,ɾ,4
m̩,w,4
f,ʌ,4
m̩,ɹ̩,4
ʒ,u,4
j,ɹ̩,4
ŋ,ʔ,4
w,u,4
ʒ,t,4
ɪ,p,4
ʊ,æ,4
ʌ̃,ɾ,4
p,w,4
n,w,4
ʔ,v,4
ɪ̃,ʌ,4
ʃ,u,4
s,u,4
a,d,4
f,ð,4
l,u,4
õ,ɾ̃,4
i,o,4
ʃ,j,4
o,ɹ,4
s,ɑ,4
a,j,4
s,v,4
s,f,4
v,s,4
ɹ,ɾ̃,4
f,ɹ̩,4
j,b,4
ð,e,4
u,ɹ̩,4
ɑ,z,4
ɑ,s,4
ɪ,f,4
j,s,4
ɑ,h,4
m̩,ɹ,4
h,a,4
ʌ,ʃ,4
ʃ,ɹ̩,4
j,ʃ,4
ʊ,ɡ,4
ʒ,i,4
ɹ̩,ɾ̃,4
f,j,4
m,j,4
s,a,4
m̩,v,4
ð,o,4
æ,ʊ,4
z,ʒ,4
ɪ,ɡ,4
ɑ,ʊ,4
n̩,s,4
ɹ,p,4
m,ɹ̩,4
n,k,4
l,t,4
t,e,4
t,v,4
d,b,4
a,s,4
ɾ̃,ʔ,4
z,ɛ,4
ĩ,ɪ,4
ɪ,l̩,4
u,w,4
s,ɛ,4
ʔ,ʌ,4
n̩,d,4
n,e,4
w,ɛ,4
j,ʊ,4
l,z,4
ɾ,l,4
d,m,3
n̩,z,3
s,ɾ̃,3
ɹ̩,e,3
ʌ̃,o,3
p,t,3
p,n̩,3
ɪ̃,n,3
ɪ,k,3
d,θ,3
f,b,3
ʃ,o,3
ʊ,j,3
m,ʔ,3
l̩,ɔ,3
m,l,3
ɹ̩,t,3
m,e,3
i,z,3
w,o,3
ʔ,s,3
θ,k,3
h,ɹ̩,3
õ,ʊ,3
ɹ,t,3
ɪ̃,ɛ,3
ʃ,ʊ,3
ɹ,m,3
ɑ,ɹ,3
n̩,v,3
i,ɾ̃,3
ɔ,ɾ̃,3
ɑ,ɾ̃,3
l̩,o,3
h,æ,3
z,θ,3
e,ɾ,3
θ,ɛ,3
d,ɹ̩,3
ɹ̩,j,3
k,d,3
v,n,3
k,i,3
ʌ,ɡ,3
v,e,3
θ,n,3
f,æ,3
b,ʊ,3
ɹ̩,ð,3
t,i,3
ɹ,ɑ,3
o,j,3
ɡ,i,3
ẽ,æ,3
e,ʊ,3
ɑ,l,3
s,w,3
m̩,n,3
u,t,3
æ,s,3
ʊ,b,3
t,ɹ,3
l,ɹ,3
s,ʒ,3
i,b,3
ɹ̩,s,3
a,t,3
i,h,3
ɡ,a,3
i,ð,3
p,ʊ,3
ɹ̩,b,3
ʔ,m,3
j,z,3
v,o,3
k,ɛ,3
m̩,l,3
k,f,3
ɹ̩,ʊ,3
m̩,o,3
j,m,3
ɛ̃,n̩,3
h,i,3
s,ɹ,3
ɹ̩,w,3
k,a,3
õ,ɾ,3
h,ɾ,3
i,ɾ,3
k,j,3
t,ʃ,3
j,ɾ̃,3
w,h,3
ɛ̃,m,3
æ,u,3
b,l,3
s,ɡ,3
ɑ,k,3
n,ɹ̩,3
d,k,3
b,ɹ̩,3
ʊ,ɔ,3
a,ɹ,3
ʌ̃,ɾ̃,3
ŋ,ʌ,3
j,k,3
t,ɡ,3
e,ɹ̩,3
æ̃,ɛ,3
ð,f,3
d,ɔ,3
a,l,3
n̩,ɹ,3
ʌ̃,ɑ,3
ʒ,j,3
k,n,3
k,θ,3
ɾ̃,n̩,3
æ,ɾ̃,3
o,ɾ,3
z,l,3
m,s,3
b,f,3
e,l,3
ɾ̃,o,3
d,w,3
p,ɪ,3
ð,æ,3
m,a,3
ɑ,b,3
a,ɾ̃,3
i,d,3
ʒ,ʌ,3
ð,ɔ,3
ʔ,a,3
æ,d,3
ɔ,æ,3
ʊ,ɾ̃,3
t,ɑ,3
ɔ,h,3
v,ɹ,3
ɑ,ð,3
f,ɛ,3
l,e,3
a,ɹ̩,3
ŋ,d,3
l,ɔ,2
d,h,2
h,w,2
h,n̩,2
ʃ,ɑ,2
ʃ,n,2
v,t,2
n̩,ɾ,2
d,l̩,2
h,ɹ,2
p,k,2
ɹ,n̩,2
e,ʔ,2
ɹ,f,2
θ,f,2
θ,d,2
e,d,2
m̩,t,2
o,m,2
k,m,2
ʒ,s,2
n̩,l,2
ɪ̃,n̩,2
u,m,2
v,i,2
ŋ,i,2
ɾ,h,2
ɪ̃,ɾ̃,2
ʒ,ɛ,2
n̩,ʒ,2
ɑ̃,ɔ,2
ʃ,ʌ,2
u,n,2
ʔ,ɹ̩,2
n̩,j,2
ɹ,æ,2
m̩,f,2
ɪ̃,ŋ,2
a,ɾ,2
ɹ,l̩,2
o,s,2
ʊ,f,2
e,ɾ̃,2
ɔ,i,2
ɔ,l,2
m,ɛ,2
ɹ̩,v,2
ɛ̃,n,2
ʔ,o,2
d,e,2
v,æ,2
ʃ,a,2
b,ɡ,2
w,ʔ,2
w,j,2
u,ŋ,2
h,ʊ,2
æ,j,2
æ,f,2
h,t,2
d,a,2
ɔ,z,2
ɛ,ɡ,2
k,ɑ,2
ɾ̃,a,2
d,u,2
v,l,2
ɛ,f,2
ɑ,ʔ,2
t,u,2
i,f,2
ʔ,j,2
m̩,ʊ,2
n,θ,2
ʔ,æ,2
w,n,2
h,ɾ̃,2
l,p,2
l,n̩,2
i,ɹ,2
j,h,2
s,ɔ,2
ɪ,e,2
k,æ,2
õ,ʌ,2
ɾ,i,2
æ̃,i,2
ʃ,e,2
ð,z,2
t,b,2
ŋ,o,2
h,e,2
m,d,2
a,ɪ,2
s,n̩,2
n̩,ʊ,2
d,o,2
w,p,2
ɔ,m,2
m̩,j,2
h,f,2
ɛ,w,2
õ,l̩,2
ɪ,ɔ,2
z,b,2
f,k,2
ʊ̃,n,2
ɹ,u,2
l,æ,2
ɪ,θ,2
a,v,2
z,f,2
s,e,2
ɹ̩,k,2
e,m,2
o,v,2
i,ŋ,2
j,ʒ,2
õ,ɛ,2
e,n̩,2
p,ɡ,2
ʌ̃,a,2
ɾ,w,2
f,u,2
ɹ̩,l̩,2
θ,ʊ,2
v,ɾ̃,2
ɹ̩,d,2
s,p,2
o,ʃ,2
u,l,2
v,z,2
m,ɑ,2
o,t,2
ɾ,z,2
k,ʊ,2
z,ʔ,2
æ,ɡ,2
l,k,2
ɹ,o,2
a,ʔ,2
ɔ̃,ɑ,2
ɾ̃,ɹ,2
æ,t,2
l̩,ɛ,2
æ̃,ɾ̃,2
ʃ,ɾ,2
u,s,2
d,ɹ,2
ɾ,f,2
d,i,2
b,ɪ,2
n̩,w,2
n,ʒ,2
b,i,2
z,ɾ,2
ɹ,k,2
ŋ,k,2
ɹ̩,z,2
ɑ,m,2
æ,ɹ̩,2
ʔ,ɛ,2
l,ɑ,2
p,v,2
ɛ,ŋ,2
n̩,o,2
ð,ʊ,2
s,k,2
ɛ,k,2
v,ɛ,2
ɹ,j,2
a,z,2
l,ʔ,2
ɑ,w,2
b,n,2
b,æ,2
k,ɹ,2
p,æ,2
ɹ,e,2
ɑ̃,ʌ,2
d,f,2
t,æ,2
ʔ,ɡ,2
ɾ̃,l,2
b,t,2
w,ɡ,2
ɛ,ɔ,2
p,ɛ,2
ɪ,a,2
u,v,2
n,u,2
ɾ,e,2
j,ɹ,2
j,ɾ,2
ɡ,o,2
u,d,2
e,ð,2
ɾ,ɔ,2
ɛ,l̩,2
ʔ,θ,2
ɹ̩,f,2
ɔ,u,2
j,t,2
o,ʔ,2
o,p,2
z,a,2
ɡ,ɛ,2
t,o,2
ʔ,ɹ,2
p,l,2
d,l,2
ɡ,ð,1
ɡ,ɹ,1
z,n̩,1
ʒ,ʊ,1
b,ɾ,1
ʒ,ɾ̃,1
ʊ,ɑ,1
h,ɑ,1
ɔ,ʔ,1
ɹ̩,a,1
ɪ,ʒ,1
s,j,1
ʊ,p,1
v,ɑ,1
ʔ,z,1
j,n̩,1
n̩,ɡ,1
ɡ,j,1
j,e,1
ʃ,v,1
ɑ,t,1
k,ð,1
ɛ̃,o,1
ɡ,s,1
ɪ̃,ɡ,1
t,j,1
k,ɾ̃,1
æ,v,1
ɾ,ɡ,1
s,ɾ,1
ɾ̃,ɡ,1
f,d,1
z,æ,1
ɾ̃,j,1
u,f,1
ɛ,ʃ,1
e,s,1
l,h,1
h,s,1
m̩,ð,1
f,ɑ,1
ʃ,ɛ,1
k,w,1
ʌ̃,ɹ̩,1
ã,ɑ,1
z,ɹ̩,1
m,ɹ,1
ɾ,ʃ,1
b,z,1
ɔ̃,l,1
θ,e,1
l̩,v,1
h,k,1
a,θ,1
l̩,n̩,1
ʔ,ɑ,1
f,ɔ,1
θ,ŋ,1
θ,ɹ,1
n,p,1
p,d,1
o,θ,1
v,θ,1
ɾ,ɛ,1
ʊ,ʒ,1
z,i,1
a,h,1
w,ɑ,1
u,ʃ,1
p,ɹ̩,1
p,ɹ,1
ɾ,ɹ,1
ɾ,o,1
z,v,1
f,i,1
ʃ,m,1
l,ɡ,1
ɹ̩,l,1
ʃ,f,1
ĩ,ɛ,1
ɾ,m,1
ɾ̃,ɑ,1
w,ð,1
w,θ,1
ɹ̩,h,1
θ,ʌ,1
ɛ,b,1
b,k,1
ɾ,ɑ,1
w,i,1
l,ɹ̩,1
w,ɹ̩,1
ŋ,ɛ,1
j,o,1
t,ɔ,1
æ,ɹ,1
ɛ̃,æ,1
v,ɾ,1
e,v,1
ɑ̃,n,1
ŋ,ɔ,1
ʒ,ɹ,1
n̩,e,1
l̩,d,1
u,ɡ,1
u,k,1
ŋ,s,1
l,θ,1
k,l̩,1
æ,l,1
ɾ,a,1
i,s,1
ɪ̃,θ,1
z,k,1
ŋ,ɹ̩,1
ʔ,ɾ̃,1
e,θ,1
e,h,1
u,æ,1
ɾ̃,v,1
n̩,θ,1
ĩ,e,1
l̩,w,1
ɪ̃,m,1
f,n,1
ɡ,v,1
l,v,1
b,ɛ,1
ɔ,n̩,1
ɾ,b,1
i,ɡ,1
ʊ̃,a,1
ã,ɹ,1
w,n̩,1
t,l̩,1
ʔ,h,1
b,e,1
o,b,1
ẽ,ɛ,1
m̩,e,1
n,f,1
ĩ,ɾ̃,1
ɡ,ɔ,1
v,n̩,1
ɾ̃,e,1
ẽ,i,1
l̩,ɹ̩,1
e,z,1
θ,p,1
ʊ,o,1
ɛ̃,ɾ̃,1
a,k,1
n̩,ɔ,1
ɑ,ŋ,1
ʃ,l,1
θ,ʒ,1
ʔ,i,1
w,ɾ,1
ɾ,ʒ,1
ʃ,ð,1
m,θ,1
ŋ,t,1
ʒ,n,1
m̩,ɾ,1
m̩,a,1
ʌ̃,ʊ,1
j,l,1
m̩,h,1
i,ʃ,1
æ,θ,1
ɾ,j,1
m̩,ʔ,1
ɛ̃,e,1
ʃ,ɾ̃,1
h,ɡ,1
ŋ,θ,1
ð,ɹ,1
v,ɔ,1
ʒ,l̩,1
d,p,1
ɾ̃,i,1
v,ɡ,1
ɾ̃,s,1
æ̃,ʔ,1
i,θ,1
ɛ̃,i,1
v,a,1
ɑ̃,ɹ,1
ã,ʊ,1
u,ð,1
ʊ,k,1
ɔ,s,1
h,ʃ,1
z,ʊ,1
p,h,1
v,h,1
æ̃,ɪ,1
ʊ̃,ɾ̃,1
ã,ɛ,1
ʃ,k,1
l̩,h,1
s,ŋ,1
ʒ,b,1
f,w,1
ʃ,ɔ,1
n̩,a,1
f,ʃ,1
ʊ̃,ʔ,1
β,f,1
ĩ,æ,1
ʌ̃,i,1
ʔ,ɔ,1
p,ð,1
l̩,n,1
ʒ,a,1
O,m,1
ɛ̃,a,1
h,n,1
ɹ̩,ʒ,1
u,n̩,1
ɑ̃,a,1
m,h,1
o,f,1
ʌ̃,d,1
h,θ,1
w,ʃ,1
θ,b,1
ɡ,f,1
ŋ,ð,1
æ̃,e,1
e,b,1
ð,ŋ,1
i,ʔ,1
v,ɹ̩,1
æ,ɔ,1
f,l,1
k,ŋ,1
ŋ,ɑ,1
d,ŋ,1
ɡ,l,1
æ,b,1
a,ŋ,1
h,u,1
ɛ,m̩,1
h,p,1
ʒ,l,1
a,b,1
o,i,1
w,s,1
f,h,1
ɔ,k,1
l̩,a,1
n,ʃ,1
m̩,ɑ,1
ɔ,ŋ,1
w,a,1
e,u,1
z,u,1
b,j,1
h,v,1
ɔ,θ,1
æ,z,1
u,z,1
ʒ,n̩,1
f,z,1
h,m,1
ŋ,l,1
i,m,1
p,l̩,1
a,ɡ,1
k,b,1
ɹ,i,1
ɹ,ɡ,1
ʒ,w,1
ɾ̃,z,1
k,z,1
m,ɾ,1
ŋ,ɹ,1
f,ʒ,1
ɡ,æ,1
i,l,1
u,e,1
i,ɑ,1
h,ʔ,1
z,e,1
l,d,1
ɡ,ɾ,1
l̩,u,1
w,l̩,1
z,ɾ̃,1
ɔ,f,1
õ,n,1
β,k,1
ã,o,1
o,e,1
ɛ̃,ɑ,1
ɹ,θ,1
ʊ̃,ʌ,1
ʌ̃,t,1
ɾ,s,1
ã,m,1
m,k,1
ũ,u,1
ʊ̃,ð,1
f,ɹ,1
ʊ̃,f,1
ʔ,b,1
ʔ,ŋ,1
ɾ̃,w,1
õ,z,1
õ,w,1
θ,ɑ,1
m,z,1
h,z,1
o,k,1
ɑ,f,1
n̩,h,1
ð,i,1
p,θ,1
k,p,1
ɛ,p,1
ɛ̃,w,1
ĩ,n,1
ʃ,h,1
ɪ̃,ɹ̩,1
ẽ,p,1
ɡ,ʊ,1
s,ɹ̩,1
w,ɾ̃,1
n,m̩,1
s,h,1
ɪ̃,ɑ,1
e,w,1
ɪ̃,ɹ,1
l,f,1
