original,substitution,total_substitutions
n,a,7
ɹ,z,7
ʌ,n̩,7
l̩,ʊ,7
ɛ,s,7
w,ʊ,7
ʌ,k,7
j,ð,7
h,ʌ,7
ʔ,ɛ,7
ʌ̃,n,7
ð,s,7
s,o,7
ʊ,d,7
t,f,7
d,ɑ,7
j,d,7
d,ɹ̩,7
a,i,7
ð,ɾ,7
n,ɑ,7
æ,ɾ,7
ʊ,l̩,7
æ,ʊ,7
θ,z,6
ɛ,ʔ,6
d,ʊ,6
l̩,o,6
ɹ,n,6
ʃ,k,6
j,k,6
v,p,6
l,ɛ,6
p,ʌ,6
ɛ,z,6
ɹ,t,6
ɾ̃,ʊ,6
b,ɡ,6
f,b,6
i,ŋ,6
s,ɹ,6
j,m,6
l,a,6
s,æ,6
ʊ,a,6
ð,i,6
ɹ,b,6
l,t,6
j,w,6
ɹ,l,6
b,ð,6
n,l,6
a,ɹ,6
t,ʒ,6
ŋ,ʊ,6
ʔ,n̩,6
ʊ̃,o,6
ŋ,d,6
o,h,6
o,ð,6
t,v,6
m,p,6
ɪ̃,i,6
ʌ,ʃ,6
b,ʌ,6
n,b,6
l,ɔ,5
ɹ,a,5
a,j,5
l,ɹ,5
ŋ,k,5
h,ð,5
d,θ,5
ɑ̃,ʌ,5
k,ɪ,5
ɹ,d,5
ʊ,æ,5
ɹ̩,u,5
d,n̩,5
ʊ,ɹ,5
ɾ,z,5
n,v,5
b,ɪ,5
o,j,5
ɹ̩,w,5
f,ɪ,5
ɪ̃,ʌ,5
a,ɾ,5
t,a,5
p,ɪ,5
ẽ,e,5
θ,k,5
j,s,5
ɛ,ɡ,5
ɹ̩,ɔ,5
i,ɹ,5
ʃ,ɹ̩,5
ʃ,i,5
u,w,5
k,ð,5
ʃ,ʌ,5
ʊ,e,5
i,z,5
n̩,d,5
æ̃,e,5
i,ð,5
l,d,5
ʊ,t,5
h,ɾ,5
ɛ,n̩,5
u,l̩,5
n,e,5
ɔ,æ,5
ɹ,ɾ̃,5
a,n,5
ŋ,ɪ,5
æ,t,5
ɔ,u,5
v,ʔ,5
f,ð,5
s,m,5
n̩,ʊ,5
õ,ʌ,5
o,l,5
n̩,l,5
s,d,5
p,v,5
k,ɛ,5
ɑ,n,5
n,ɹ,5
ʃ,ɪ,5
i,o,5
ʃ,j,5
ɾ̃,v,5
ʌ,ʒ,5
ʌ̃,ɛ,5
m,e,5
ɹ,i,5
n̩,ʔ,5
t,æ,5
ĩ,ɪ,5
ŋ,ʌ,5
s,ɡ,5
ɛ,v,5
ɑ,ʊ,5
j,ɾ,5
d,l,5
n̩,æ,5
w,u,4
i,ɹ̩,4
n̩,i,4
θ,ɪ,4
ʊ,p,4
b,s,4
ɹ,s,4
ɛ,k,4
v,ɹ,4
v,s,4
f,ʌ,4
u,p,4
ʊ,z,4
ʒ,d,4
i,w,4
ɛ,l,4
a,ʊ,4
ɡ,ɛ,4
ɔ,ɾ,4
s,ʔ,4
d,a,4
s,h,4
ɔ̃,ɔ,4
ɔ̃,o,4
ʔ,z,4
e,ð,4
ɾ,t,4
ɹ̩,ð,4
k,ʔ,4
m,j,4
s,w,4
æ,h,4
ɹ̩,o,4
ɑ,ð,4
a,ɔ,4
ɹ,ɑ,4
i,ɾ,4
d,i,4
i,s,4
t,i,4
ʊ,b,4
ɹ,m,4
ɾ̃,h,4
ʌ,f,4
n̩,ɹ,4
ɔ,l,4
a,s,4
i,θ,4
ð,ɔ,4
ʔ,ɑ,4
k,θ,4
s,ʊ,4
ʃ,u,4
j,ʃ,4
ɛ̃,æ,4
f,k,4
l,ɾ̃,4
s,v,4
θ,ʌ,4
d,j,4
ɹ̩,e,4
ɾ,i,4
h,j,4
ɹ̩,n,4
j,e,4
ɑ,k,4
l,ɑ,4
ɔ,e,4
ɡ,ʌ,4
a,ð,4
l,s,4
t,h,4
ɹ̩,ʊ,4
ʌ,θ,4
w,f,4
m,l,4
s,i,4
d,k,4
k,p,4
ʃ,t,4
n,z,4
k,n,4
t,ɡ,4
ɪ,ŋ,4
e,ɹ̩,4
ʃ,ɑ,4
ɛ̃,n,4
f,ɹ̩,4
b,d,4
ɪ,l̩,4
k,s,4
æ,ɾ̃,4
o,e,4
ɾ,ʊ,4
ʊ,i,4
ʔ,m,4
n,w,4
w,z,4
l,ʔ,4
ɪ,f,4
ʌ,p,3
n,k,3
h,d,3
v,æ,3
e,l,3
ʌ̃,ɾ̃,3
n̩,w,3
ɹ,ɔ,3
j,ʒ,3
s,ɾ̃,3
ɹ,k,3
ɾ̃,ŋ,3
n,ɡ,3
k,d,3
j,ʔ,3
ɾ̃,z,3
f,æ,3
ɡ,d,3
õ,ʊ,3
ʔ,ɹ,3
ɹ,p,3
m,ʔ,3
ʊ,f,3
v,d,3
w,ð,3
ɑ,ɹ,3
a,ɹ̩,3
l,p,3
ɪ,ʒ,3
m̩,n̩,3
ŋ,ɛ,3
ð,z,3
l,k,3
ɔ̃,ɑ,3
l,f,3
a,ʔ,3
m,ɑ,3
ɹ̩,v,3
ʔ,e,3
h,t,3
ʃ,ʊ,3
õ,ɾ,3
m,ɹ,3
æ,ʔ,3
t,o,3
ʔ,a,3
ɑ,ɾ̃,3
w,ɡ,3
e,h,3
n̩,ɑ,3
t,ʃ,3
ʔ,j,3
o,ɾ,3
v,ɾ,3
j,ɾ̃,3
s,k,3
n̩,h,3
w,ɑ,3
v,h,3
a,ɪ,3
ʊ,k,3
m,o,3
m̩,ɹ̩,3
ð,m,3
m,h,3
ɾ,n̩,3
k,t,3
s,ʒ,3
a,m,3
ʒ,i,3
u,n,3
j,a,3
æ̃,ɪ,3
j,ɹ̩,3
v,l,3
ɹ̩,f,3
i,m,3
ʊ,ɡ,3
ʒ,o,3
o,ɹ,3
t,w,3
o,b,3
ɑ,ʔ,3
v,z,3
ɹ̩,ɾ̃,3
o,ɾ̃,3
h,f,3
z,æ,3
v,n,3
ɾ,ʌ,3
s,b,3
ʒ,ɹ̩,3
ɔ,h,3
ð,ɑ,3
ɡ,ʔ,3
ɡ,ŋ,3
l,i,3
f,ɑ,3
j,ʊ,3
p,ɡ,3
k,l,3
l̩,ɾ,3
j,l,3
õ,ɾ̃,3
ɾ,o,3
v,ɛ,3
v,ɾ̃,3
a,v,3
e,ɹ,3
e,u,3
j,æ,3
æ̃,i,3
æ,s,3
ɪ̃,ʊ,3
a,z,3
z,m,3
z,l,3
ɾ̃,d,3
e,ɑ,3
ŋ,ð,3
d,m,3
i,ɡ,3
b,ɛ,3
ɹ̩,s,3
ɹ̩,l̩,3
ɾ̃,a,3
p,ɹ̩,3
ʊ̃,ʌ,3
m,i,3
f,i,3
ʒ,ɡ,2
ʌ̃,o,2
o,p,2
ɔ̃,a,2
d,h,2
ɾ,ɹ,2
d,ɹ,2
z,ʔ,2
ĩ,e,2
ɹ̩,z,2
n,p,2
ʊ,j,2
i,d,2
z,p,2
h,b,2
æ,p,2
w,ɔ,2
t,j,2
j,o,2
j,t,2
w,e,2
h,ɾ̃,2
ɡ,ð,2
h,w,2
i,p,2
z,ɑ,2
z,θ,2
ŋ,s,2
æ̃,ɛ,2
æ,ɡ,2
k,a,2
ʒ,t,2
t,n̩,2
e,k,2
n̩,ɡ,2
a,ɡ,2
ɔ,s,2
ɹ,u,2
o,m,2
ã,ʊ,2
ɛ̃,m,2
k,v,2
ɾ,m,2
w,a,2
ɪ̃,n,2
ɛ,b,2
o,ʔ,2
t,ɔ,2
o,s,2
e,j,2
u,d,2
ɔ̃,ʌ,2
ʌ̃,ɾ,2
ɾ̃,ɡ,2
t,u,2
ɔ,l̩,2
θ,d,2
ʒ,ʌ,2
ɹ,j,2
d,ɔ,2
ɹ,o,2
e,n,2
o,i,2
ɹ,ɡ,2
æ,o,2
d,ɡ,2
e,o,2
θ,n,2
n̩,v,2
b,ʊ,2
ɑ,j,2
m,u,2
ʔ,v,2
l,θ,2
w,i,2
t,b,2
ð,ʔ,2
h,p,2
w,n,2
u,l,2
ʒ,h,2
f,t,2
ɑ,s,2
ð,a,2
d,o,2
ɛ,u,2
ŋ,ɾ,2
ʊ,h,2
a,l,2
j,ŋ,2
n̩,j,2
z,w,2
m,ɾ̃,2
ɾ,ɛ,2
z,i,2
b,l,2
b,f,2
j,z,2
θ,æ,2
s,j,2
w,k,2
z,ɾ,2
ð,f,2
u,h,2
ɪ̃,ɾ̃,2
ɪ̃,j,2
k,m,2
i,t,2
ɔ,ɡ,2
ʔ,l,2
p,w,2
k,w,2
ẽ,i,2
ð,w,2
ʔ,ɡ,2
u,e,2
m,æ,2
ɾ̃,ʔ,2
ʔ,i,2
w,ɹ̩,2
õ,n,2
d,l̩,2
a,w,2
w,h,2
i,ɾ̃,2
θ,l,2
ɾ̃,ɹ,2
ɑ,v,2
ɾ̃,j,2
ɹ̩,ʔ,2
ʔ,ɾ̃,2
n̩,u,2
ɹ̩,ŋ,2
ɡ,j,2
ɡ,n,2
ɑ,h,2
f,ʊ,2
n̩,s,2
ɹ̩,t,2
b,l̩,2
ʔ,θ,2
ʔ,æ,2
v,o,2
m̩,ɛ,2
ɪ̃,ɹ,2
ẽ,æ,2
l̩,ɔ,2
p,n,2
j,v,2
m̩,ɑ,2
h,ɹ,2
b,j,2
ɛ̃,n̩,2
ɛ̃,e,2
b,i,2
ɹ,l̩,2
o,ŋ,2
a,ɾ̃,2
ɛ,ʒ,2
m̩,ð,2
ð,e,2
ʃ,n,2
a,f,2
u,ɾ,2
ð,u,2
p,n̩,2
i,b,2
ʔ,ŋ,2
ʔ,b,2
ɪ̃,ŋ,2
n̩,ɹ̩,2
j,b,2
l,ɹ̩,2
ɹ̩,b,2
m̩,v,2
m̩,f,2
ã,ʌ,2
ŋ,e,2
l,j,2
ɹ,e,2
t,ɾ̃,2
d,f,2
s,ɹ̩,2
n,u,2
ɡ,s,2
ɾ,ɑ,2
k,z,2
ʔ,o,2
k,ɹ,2
s,f,2
ʔ,s,2
a,b,2
v,i,2
d,ɾ̃,2
æ,b,2
e,s,2
æ,j,2
z,v,2
m̩,t,2
ɛ,d,2
ɾ̃,t,2
ɹ,h,2
m,k,2
ɪ̃,m,2
æ,v,2
ð,h,2
ð,ɹ,2
ɹ,ʔ,2
ʔ,p,2
ɪ,ɔ,2
d,u,2
ɔ,b,2
z,e,2
f,w,2
j,ɹ,2
s,ŋ,2
s,ɑ,2
a,t,2
n,ɹ̩,2
ɛ,l̩,2
ŋ,ʔ,2
f,ʃ,2
m̩,w,2
ʌ̃,ɑ,2
ɾ,e,2
ɾ,a,2
b,æ,2
h,s,2
θ,ɹ,1
p,o,1
ð,k,1
ŋ,i,1
ɪ̃,ɛ,1
ɔ,ð,1
h,m,1
z,h,1
õ,w,1
b,z,1
ɾ,ʒ,1
ʃ,p,1
i,v,1
h,θ,1
k,ŋ,1
ɑ,m,1
ʌ,ŋ,1
æ̃,ɾ̃,1
ɹ̩,æ,1
ɾ̃,æ,1
n̩,e,1
l̩,v,1
e,θ,1
a,θ,1
ŋ,æ,1
u,ʃ,1
ɹ̩,d,1
ɔ,k,1
ɛ,p,1
ɹ̩,l,1
ʃ,m,1
ɔ,t,1
t,l̩,1
a,d,1
f,ɔ,1
ɾ̃,ɑ,1
f,n,1
e,w,1
ɾ,ɔ,1
v,t,1
m,θ,1
ʃ,f,1
l̩,ɑ,1
θ,ŋ,1
i,f,1
ð,ʃ,1
ʌ̃,ɹ̩,1
ɑ,i,1
õ,m,1
ʊ̃,ɑ,1
ẽ,p,1
ɪ̃,ɹ̩,1
ʃ,h,1
u,ŋ,1
w,ɾ,1
e,ɾ,1
h,ɑ,1
ĩ,n,1
o,v,1
ð,ŋ,1
ʔ,f,1
ʌ̃,t,1
n̩,p,1
ʊ̃,z,1
ʊ̃,ð,1
ũ,u,1
õ,t,1
k,ʃ,1
l,u,1
ɹ̩,p,1
ɑ,z,1
ɹ̩,h,1
ɛ,θ,1
e,ʊ,1
ã,m,1
f,ɾ,1
ɾ,s,1
ʃ,ɛ,1
i,h,1
ʌ̃,m,1
ɑ̃,ɹ,1
m,ɔ,1
h,ɡ,1
ʌ̃,n̩,1
ʌ̃,w,1
ʌ̃,e,1
a,ŋ,1
õ,ɑ,1
n̩,b,1
ʒ,u,1
ɑ,d,1
ɑ̃,ɔ,1
o,ɡ,1
m̩,ɾ,1
ɛ,ŋ,1
n̩,o,1
h,l̩,1
ɛ,ɔ,1
i,ʃ,1
ɾ,j,1
ʒ,j,1
ʒ,w,1
v,n̩,1
ɑ,ɾ,1
ʒ,m,1
ɡ,v,1
m̩,l,1
ĩ,ɾ̃,1
m̩,a,1
ɔ,θ,1
a,l̩,1
l̩,e,1
θ,f,1
b,k,1
ɾ,ɹ̩,1
ð,ɹ̩,1
ɾ,v,1
ʔ,h,1
m̩,ʊ,1
ɾ,f,1
f,ɛ,1
s,ɔ,1
ɪ̃,æ,1
m̩,ɹ,1
l̩,w,1
w,ɾ̃,1
ɛ,ʃ,1
l̩,ɛ,1
ɾ̃,e,1
ɾ̃,p,1
ɪ,ʃ,1
l,ʃ,1
ɛ̃,f,1
ɛ̃,ɾ̃,1
n̩,a,1
v,ɡ,1
v,u,1
θ,ʊ,1
ɡ,i,1
i,ʒ,1
l̩,j,1
θ,a,1
h,u,1
æ,l,1
m̩,ɾ̃,1
k,j,1
ɾ̃,l,1
k,ɾ,1
n̩,l̩,1
ɾ̃,s,1
l̩,u,1
ɪ̃,ʔ,1
ʒ,ɾ,1
l̩,æ,1
ɡ,e,1
z,ɾ̃,1
ʃ,ɡ,1
θ,ɛ,1
ʃ,ð,1
t,ŋ,1
e,d,1
e,ɾ̃,1
ɔ,i,1
æ,k,1
f,j,1
ɾ,h,1
ɔ,ʔ,1
ʃ,w,1
ɑ,w,1
s,l,1
ʒ,n,1
ʊ,o,1
æ,m,1
o,k,1
ʃ,o,1
p,ɛ,1
ɔ,f,1
ɡ,ɾ̃,1
k,e,1
z,u,1
ʒ,p,1
ð,ʊ,1
ɑ,l̩,1
ŋ,n̩,1
n,f,1
ɪ,a,1
ʒ,n̩,1
a,k,1
p,i,1
l̩,ɹ̩,1
θ,b,1
ɛ̃,ð,1
p,a,1
h,e,1
w,d,1
æ,z,1
θ,p,1
ɾ,w,1
ɑ,ŋ,1
ɛ̃,j,1
m,s,1
O,m,1
n,ɔ,1
d,æ,1
ŋ,t,1
ɾ̃,k,1
ʃ,a,1
w,ʔ,1
ɛ̃,o,1
ʌ,m̩,1
l,h,1
h,æ,1
p,l̩,1
ɑ,b,1
s,p,1
ʒ,ð,1
ɹ̩,ʒ,1
n̩,ɾ,1
ɑ,l,1
m,ɛ,1
s,e,1
m,a,1
l,æ,1
ʒ,b,1
ɑ,u,1
ɾ̃,i,1
p,t,1
m,ɾ,1
z,ɡ,1
ŋ,l,1
o,ʃ,1
ɹ̩,j,1
k,æ,1
k,h,1
k,b,1
p,ŋ,1
i,k,1
ð,o,1
ɹ,æ,1
w,ɛ,1
l̩,d,1
b,ɾ,1
m̩,æ,1
w,t,1
p,ɑ,1
ɪ̃,k,1
õ,ð,1
ʊ̃,ɛ,1
ɪ,e,1
ʒ,s,1
u,æ,1
æ,ɹ,1
ɔ,v,1
ɡ,a,1
p,ð,1
ð,p,1
ɡ,m,1
o,z,1
w,p,1
e,ʔ,1
f,o,1
ɪ,p,1
ɹ,ʒ,1
ɡ,h,1
z,a,1
f,ɡ,1
ɹ̩,a,1
d,w,1
e,ɡ,1
β,f,1
ɛ,f,1
h,ɹ̩,1
m,f,1
w,θ,1
z,k,1
e,v,1
f,h,1
u,t,1
p,θ,1
ã,n,1
l,ɡ,1
h,ʃ,1
ã,ɛ,1
l̩,ɹ,1
ʊ̃,ɾ̃,1
ʒ,ɹ,1
p,s,1
ã,ɹ,1
ʊ̃,a,1
v,θ,1
θ,ʃ,1
ɹ,θ,1
θ,ɾ̃,1
i,ɑ,1
ɑ̃,n,1
θ,j,1
b,o,1
ɑ,f,1
d,e,1
ẽ,ɛ,1
n,θ,1
ʊ̃,n,1
f,l,1
p,ɹ,1
ɹ,f,1
v,ɹ̩,1
ŋ,θ,1
ð,j,1
t,e,1
ɔ,ʒ,1
æ,ɹ̩,1
d,ʒ,1
p,d,1
i,l,1
h,o,1
θ,m,1
ʒ,e,1
ʌ̃,i,1
ʔ,w,1
u,ɹ,1
m,ɹ̩,1
õ,d,1
l̩,i,1
ð,n̩,1
a,h,1
ʔ,ʃ,1
p,ʊ,1
v,ɑ,1
ʊ,ʒ,1
β,b,1
k,ʊ,1
z,ʊ,1
ʃ,ɔ,1
