original,substitution,total_substitutions
t,ɪ,43
ʔ,d,40
ɪ,ð,40
ɪ,æ,39
ʊ,ɹ̩,39
ʌ,ð,38
ð,ɪ,38
ɔ,ɹ̩,38
ʌ,t,37
n,ɛ,37
ɹ,ɪ,37
ð,ʌ,37
ʃ,ʒ,36
ɾ,ð,35
i,j,35
ɾ,ɾ̃,35
l,ʌ,35
t,n,34
e,æ,33
s,ð,33
ʌ,ɔ,33
s,ɪ,32
ʌ,i,32
ɪ,ɾ,32
l,ð,32
o,ɪ,30
n,ɾ,30
u,i,30
ʊ,u,29
n,n̩,29
t,ʌ,29
ʌ̃,ʌ,29
i,u,29
ð,ɛ,28
ʌ,l,28
ã,a,28
ʌ,ɾ,28
l,ʊ,27
d,n,27
ʌ,e,27
ʊ,l,26
ɛ,n,26
ɛ̃,ɛ,26
ʌ,d,26
ɑ,ɪ,25
z,ð,25
t,θ,25
ʊ,w,25
j,h,24
s,ʃ,24
s,ʌ,24
ɛ,ð,23
ɪ,t,23
ɛ,h,23
m,b,23
j,ɡ,23
ɾ,ʔ,22
ɑ,ɹ̩,22
o,a,22
l,ɪ,22
ɾ̃,ɪ,22
ð,t,22
ʃ,z,22
ʊ,ɛ,22
w,ʌ,22
o,ɑ,21
ɹ,ʌ,21
ʊ,ʔ,20
ɪ,ɹ,20
ɪ,z,20
z,ɪ,20
ʌ,m,20
ɹ,v,20
f,p,20
b,v,20
ʔ,n,20
ʌ,z,20
ʌ,v,19
ʃ,d,19
ɪ,n̩,19
i,ʌ,19
u,ʌ,19
n,ʊ,19
o,w,18
d,ʔ,18
ʒ,ʃ,18
t,s,18
ʌ,ɹ,18
ɛ,o,18
n̩,m,18
ɑ̃,ɑ,18
n,t,18
ð,b,18
u,o,17
s,θ,17
ɪ,ɾ̃,17
θ,t,17
ʌ,s,17
ð,d,17
æ,e,17
b,m,17
æ,ɑ,17
t,z,17
ʌ,ɾ̃,17
ɑ,o,16
ɪ,d,16
ʌ,w,16
z,d,16
ʒ,ɪ,16
e,a,16
e,ʌ,16
m̩,n̩,16
ɪ,ʔ,16
ɾ̃,m,16
ʊ,n,16
v,ɪ,16
ĩ,i,16
m,ŋ,16
a,o,15
ʌ,h,15
ʌ,ʔ,15
p,b,15
j,u,15
θ,s,15
ɹ̩,ɑ,14
i,æ,14
ɹ,z,14
æ,i,14
v,m,14
d,ʌ,14
ŋ,ɡ,14
m,ɪ,14
d,s,14
n̩,ŋ,14
m,w,13
ʊ,ɹ,13
ɾ,ɪ,13
ɪ,v,13
ɛ,ɾ,13
o,u,13
ɹ,ɾ,13
ɛ,ɑ,13
j,ɛ,13
w,l,13
ɹ,ʊ,13
z,t,13
ɑ,ɛ,13
v,w,13
d,z,13
ɪ,l,13
n,i,12
ɛ,ʊ,12
ʌ,b,12
ɪ,m,12
l,w,12
m,v,12
s,d,12
l,l̩,12
l̩,ɪ,12
ɪ,ɡ,12
t,k,12
ɪ,j,12
ɛ,i,12
ʌ̃,ɪ,12
o,l̩,12
ɛ,ɹ,12
w,m,12
d,ɛ,12
ʔ,k,12
ŋ,ɾ̃,12
ʊ,v,12
b,w,12
ɪ,s,11
ɪ,o,11
ɛ,ɾ̃,11
ɔ,ɛ,11
m,ʊ,11
ɾ̃,ɛ,11
m̩,ɪ,11
ð,v,11
ɪ,ɑ,11
j,n,11
ɔ,a,11
ɛ,d,11
β,p,11
w,b,11
ɪ,w,11
p,ʔ,11
h,ɛ,11
ɔ,ɪ,11
n̩,ɾ̃,11
i,ɹ̩,10
u,j,10
ɛ,j,10
ʊ,m,10
ʌ,p,10
w,ɔ,10
ʊ,ð,10
ʊ,l̩,10
ɡ,ɪ,10
m̩,ɛ,10
v,p,10
m,p,10
u,ɹ̩,10
b,ʔ,10
ɹ,w,10
ɛ̃,ɪ,10
ɪ,h,10
ʌ,ɡ,10
w,v,10
t,ɛ,10
z,n,10
d,b,10
ʃ,ɪ,10
n,h,10
j,m,10
ɹ,n,10
t,p,10
ʔ,ʊ,10
ɹ,l,9
b,ɪ,9
t,f,9
ɪ,k,9
l,e,9
u,ɛ,9
ð,s,9
v,ʌ,9
n,j,9
d,ɾ̃,9
s,n,9
s,m,9
u,ʊ,9
ʔ,ɪ,9
d,v,9
ʌ,j,9
l,ɾ̃,9
m̩,b,9
ʊ,z,9
m,ʌ,9
ʊ̃,o,9
ʊ,s,9
ɹ,ɛ,9
ŋ,m,9
ɪ,p,9
ʔ,p,8
ð,ɑ,8
ɔ,n,8
f,θ,8
o,l,8
ɾ̃,o,8
ʊ,t,8
n,ɑ,8
ɾ̃,ʌ,8
h,ɪ,8
z,ʌ,8
ʃ,t,8
ɛ,l,8
n,l,8
ʌ,ʒ,8
ɛ,n̩,8
ɹ,ð,8
m,m̩,8
n,o,8
m,ɛ,8
w,ɹ,8
w,ɪ,8
ð,a,8
o,ɾ̃,8
d,ʃ,8
t,ʊ,8
j,d,8
l̩,ʊ,8
ɹ,ʃ,7
n,v,7
t,w,7
ʌ,n̩,7
d,ɑ,7
b,d,7
ɹ,ɑ,7
l,n,7
b,ʌ,7
ɛ,ʔ,7
n̩,t,7
æ,ɾ,7
ʌ,k,7
n̩,d,7
ð,ɾ,7
a,ɔ,7
d,ɡ,7
l̩,w,7
u,l̩,7
ɹ,m,7
f,s,7
k,n,7
w,ʊ,7
ɛ,t,7
ɹ̩,i,7
ɪ,ŋ,7
ɑ̃,ʌ,7
v,ʊ,7
l,s,7
ɛ̃,ʌ,7
l,ɾ,7
n,w,7
n̩,ʔ,7
p,f,7
t,n̩,7
o,n,7
ʊ,a,7
n,e,7
d,ʊ,7
ʊ,ɾ̃,7
ɾ,n,7
ɹ,a,6
ɑ,n,6
ŋ,ʊ,6
d,ɹ̩,6
ʒ,d,6
t,l,6
v,ð,6
s,l,6
ŋ,k,6
h,ʌ,6
ɔ̃,ɔ,6
ɔ,æ,6
o,ɹ̩,6
õ,ʊ,6
k,l,6
ɪ,f,6
s,ʊ,6
ɹ̩,ɔ,6
ʊ,ɾ,6
t,a,6
ɑ,l,6
l,m,6
ɾ̃,ŋ,6
ʊ,ɔ,6
n,k,6
k,ɪ,6
ŋ,ʌ,6
m̩,ɹ̩,6
s,ɹ,6
ɡ,ʌ,6
n̩,ð,6
v,t,6
s,ʔ,6
ʊ,ɑ,6
i,ɾ,6
j,ʊ,6
ʊ,e,6
v,d,6
o,h,6
m,l,6
ɑ,ʊ,6
n,ɡ,6
n,a,6
j,ð,6
j,ɹ̩,6
o,t,6
æ,ʊ,6
ɹ̩,n,6
l̩,ɾ,6
ɔ,w,6
ʔ,a,6
i,o,6
a,l,6
æ,n,6
a,i,6
ɔ,e,6
i,a,6
ɪ̃,ɛ,5
æ,h,5
e,u,5
ĩ,ɪ,5
i,n,5
n,b,5
u,w,5
ŋ,d,5
æ,t,5
f,ʌ,5
z,m,5
ɾ̃,ʔ,5
s,a,5
d,ɹ,5
a,ʔ,5
s,ɛ,5
ɡ,ɛ,5
ɹ,d,5
e,ð,5
ɾ̃,d,5
a,n,5
a,k,5
ʔ,ð,5
b,ɛ,5
ʊ,b,5
ɑ,ʔ,5
e,ʊ,5
p,k,5
o,æ,5
i,ɾ̃,5
ɹ,p,5
t,ɹ̩,5
l,o,5
d,j,5
i,v,5
f,ð,5
i,ʊ,5
s,ɑ,5
o,ð,5
n,æ,5
p,t,5
ẽ,e,5
l,a,5
k,p,5
ʌ̃,n,5
ʊ,k,5
j,a,5
v,n,5
l̩,ɔ,5
t,h,5
k,s,5
ɹ,s,5
h,j,5
l,i,5
l,b,5
ɹ̩,u,5
ɔ,ɡ,5
j,ʌ,5
ɛ,m,5
i,ɹ,5
k,t,5
ɛ,s,5
ɛ,v,5
j,b,5
w,s,5
ʃ,ɹ,5
ɪ,ʃ,5
b,ð,5
n̩,z,5
ð,l,5
t,ɾ̃,5
v,ʔ,5
f,b,5
ɾ̃,ð,5
p,v,5
n,z,5
ɾ,ʌ,5
t,m,5
ɾ̃,ʊ,5
ʔ,ɹ,4
ɹ̩,o,4
l̩,ɛ,4
ɹ,k,4
k,ɛ,4
a,d,4
j,æ,4
n̩,æ,4
a,h,4
ɡ,ŋ,4
ð,i,4
ɡ,ʔ,4
k,ð,4
o,j,4
i,m,4
z,k,4
ʊ,j,4
ɔ,l̩,4
ɔ,ɾ,4
z,ʃ,4
e,n,4
n,s,4
l,ɔ,4
k,ʔ,4
u,z,4
ŋ,ɪ,4
k,d,4
æ,ð,4
t,u,4
æ,o,4
h,ð,4
i,θ,4
ʔ,m,4
θ,ɪ,4
e,ɹ̩,4
s,v,4
ʊ,d,4
ʌ,f,4
ɾ̃,i,4
ɪ,b,4
s,ɹ̩,4
i,ŋ,4
l,ʔ,4
ɹ,o,4
w,ɛ,4
a,ɹ,4
ð,z,4
ʃ,j,4
d,l,4
j,ʃ,4
ʌ̃,ɛ,4
ð,m,4
m,ʔ,4
v,o,4
ɹ,t,4
θ,f,4
o,ʔ,4
l,ɑ,4
j,ʒ,4
a,ɾ̃,4
õ,ɾ,4
f,t,4
j,k,4
p,m,4
ɑ,t,4
a,s,4
j,ɾ,4
ŋ,ʔ,4
i,h,4
a,ʊ,4
ɛ,z,4
ɔ,ʊ,4
d,k,4
ɪ̃,i,4
ʃ,i,4
f,ɹ̩,4
ɹ̩,ð,4
ð,ɹ̩,4
t,v,4
ɛ,θ,4
ʊ,h,4
h,æ,4
ɪ,l̩,4
ʒ,ɹ̩,4
ʃ,n,4
o,m,4
d,θ,4
ɾ,z,4
h,t,4
m̩,ɹ,3
ɾ,l,3
n̩,w,3
ŋ,ɾ,3
ʌ,θ,3
ʃ,ɛ,3
a,j,3
ʌ̃,t,3
f,n,3
ɔ,h,3
ʒ,s,3
f,ɹ,3
z,a,3
b,f,3
ɡ,o,3
ɔ,ð,3
t,ʃ,3
ɔ̃,ɑ,3
ɑ,l̩,3
h,m,3
w,ʔ,3
ʒ,ʊ,3
ʊ,i,3
ð,o,3
æ,s,3
h,n,3
o,i,3
j,t,3
ð,æ,3
ɔ,l,3
k,j,3
t,ʒ,3
v,s,3
v,æ,3
b,ɡ,3
v,a,3
j,ʔ,3
j,p,3
ɛ̃,e,3
ŋ,i,3
ʃ,a,3
j,l,3
ð,e,3
w,ɾ,3
ɾ,v,3
ɑ,h,3
m,z,3
n̩,j,3
l,v,3
l,z,3
ɡ,d,3
ɾ̃,e,3
m,ð,3
m̩,p,3
z,i,3
ɾ̃,h,3
m,i,3
ʌ̃,o,3
m,h,3
m,ɹ,3
ɾ,o,3
ʌ,ʃ,3
l,ɹ̩,3
ŋ,l,3
ɛ,f,3
ɪ,θ,3
ɾ,t,3
ɔ,d,3
θ,æ,3
f,ɪ,3
θ,k,3
ɾ,ʊ,3
ɾ,ɹ,3
ɾ̃,ɡ,3
ʃ,o,3
ʔ,n̩,3
ɾ,a,3
ɪ̃,ɹ,3
ɛ̃,æ,3
m,e,3
l,θ,3
t,j,3
u,m,3
æ,b,3
n,ɹ,3
ð,ɹ,3
ɛ,b,3
n̩,ɹ̩,3
ð,j,3
m̩,ʔ,3
ɾ,j,3
m̩,v,3
ɛ,ɔ,3
ẽ,æ,3
ŋ,n̩,3
v,ɹ,3
p,n,3
ɾ̃,j,3
w,f,3
f,ʊ,3
ɹ,j,3
l̩,o,3
n,u,3
h,f,3
õ,d,3
ð,ʊ,3
e,v,3
e,l,3
ɔ,u,3
z,l,3
j,w,3
ð,k,3
ɹ,ɔ,3
o,ɹ,3
ɑ,w,3
ɾ̃,l,3
z,æ,3
z,ʊ,3
s,i,3
õ,ɔ,3
ɛ̃,n,3
ʊ,ɡ,3
m̩,h,3
v,h,3
z,ɛ,3
ŋ,ɛ,3
ɪ,e,3
ð,f,3
ɛ,ɡ,3
ɔ̃,o,3
ɪ̃,ʊ,3
e,ɹ,3
θ,ʌ,3
ɹ̩,l̩,3
ɑ,ɾ,3
s,w,3
w,o,3
i,s,3
i,z,3
ɹ,ʔ,3
u,n,3
l,h,3
ɾ̃,a,3
ʃ,u,3
e,o,3
ɡ,a,3
a,m,3
n̩,ɑ,3
æ,j,3
ʊ̃,ʌ,3
θ,z,3
ɛ,l̩,3
w,u,3
ɑ,k,3
ʔ,ɹ̩,3
k,ɹ,3
ʔ,ɛ,3
ŋ,ð,3
θ,ʊ,3
ɑ,b,3
e,ɾ,3
u,t,3
e,h,3
d,h,3
ʌ̃,ɑ,2
ɾ,e,2
n̩,ʊ,2
j,ɾ̃,2
t,ɑ,2
ɹ̩,l,2
m,j,2
m̩,o,2
æ,ɾ̃,2
ʃ,ʊ,2
ã,n,2
ɛ,ʃ,2
ɑ,v,2
ɑ,ð,2
ɔ̃,a,2
ɹ̩,j,2
ʊ,f,2
n,θ,2
h,ɹ̩,2
s,o,2
d,m,2
v,i,2
k,ɑ,2
t,o,2
u,k,2
o,z,2
ʔ,j,2
h,k,2
e,k,2
ŋ,o,2
n̩,ɡ,2
u,p,2
w,ɡ,2
ɹ,u,2
ʒ,t,2
z,ʔ,2
k,ʊ,2
ʒ,i,2
æ̃,ɪ,2
k,æ,2
ɹ̩,h,2
ŋ,ɑ,2
j,z,2
n̩,ʒ,2
e,j,2
ð,h,2
õ,ʌ,2
ɹ,æ,2
æ,ɹ̩,2
o,k,2
s,n̩,2
ʌ,ŋ,2
ɛ,k,2
z,ɡ,2
m,ɹ̩,2
ʌ̃,ʔ,2
j,ɑ,2
p,θ,2
ʃ,ð,2
s,p,2
ɛ̃,m,2
æ̃,e,2
ɡ,n,2
ɹ̩,m,2
ʔ,v,2
ɛ,u,2
n̩,ɾ,2
θ,n,2
ɡ,l,2
b,i,2
t,ɹ,2
ʃ,ɾ,2
ɹ̩,ɾ̃,2
ɹ̩,k,2
k,w,2
b,ɹ̩,2
d,a,2
t,æ,2
w,p,2
k,ŋ,2
m̩,n,2
o,s,2
ɹ,ɾ̃,2
f,m,2
k,h,2
f,i,2
i,d,2
s,ɡ,2
æ̃,ɛ,2
ʔ,ɑ,2
ð,w,2
ʌ̃,s,2
æ̃,i,2
ɹ̩,ʃ,2
ɔ,ɾ̃,2
ʃ,ʌ,2
u,ɾ,2
ɹ,l̩,2
ʒ,ɾ,2
ʒ,u,2
ʒ,ɛ,2
ɛ̃,n̩,2
s,u,2
ʃ,ɹ̩,2
f,æ,2
m,ɡ,2
m̩,t,2
ʌ̃,m,2
ʃ,ɑ,2
i,f,2
ɑ,ɹ,2
ʌ̃,a,2
ɑ,s,2
ð,p,2
a,w,2
ɑ,ɾ̃,2
j,o,2
ɪ,ɔ,2
d,u,2
w,t,2
v,l,2
ɑ,ɡ,2
t,ɡ,2
ð,ɾ̃,2
e,ɾ̃,2
ɹ̩,w,2
h,b,2
m,ɾ,2
a,t,2
ɛ,w,2
a,v,2
s,ɔ,2
ɾ̃,n̩,2
ɪ̃,æ,2
ɹ,h,2
m,a,2
a,ɪ,2
θ,l,2
k,ʃ,2
ɾ̃,w,2
n̩,s,2
ɾ̃,z,2
l,t,2
l,f,2
v,θ,2
s,k,2
n̩,i,2
ʒ,k,2
t,b,2
ɹ̩,f,2
o,ɾ,2
ŋ,s,2
θ,p,2
s,f,2
w,z,2
u,b,2
b,z,2
æ̃,ɾ̃,2
ĩ,ɛ,2
ẽ,ɛ,2
e,ŋ,2
ɹ̩,t,2
i,ɡ,2
t,i,2
ɪ̃,ʌ,2
f,k,2
ɾ,s,2
ã,ɛ,2
ʌ̃,ɾ,2
ð,n̩,2
ɾ,i,2
h,ʊ,2
e,θ,2
z,ʒ,2
l,ɛ,2
u,ɡ,2
ɪ,ʒ,2
u,ʔ,2
ɪ̃,ŋ,2
æ,θ,2
æ,m,2
v,ɹ̩,2
v,ɛ,2
ʃ,l,2
ɹ,b,2
b,ʊ,2
u,ð,2
e,d,2
v,ɾ,2
ɾ̃,p,2
b,ɹ,2
ɹ,ɡ,2
n̩,l,2
θ,e,2
l,k,2
ð,u,2
æ,v,2
æ,u,2
j,e,2
ɹ,f,2
h,ɑ,2
o,v,2
æ,ʔ,2
w,i,2
u,ŋ,2
l,ɹ,2
m,f,2
ʃ,h,2
i,w,2
l̩,n,2
ɹ,i,2
j,s,2
u,l,2
ɹ̩,z,2
ʔ,ʌ,2
s,ŋ,2
z,b,2
v,ɔ,2
h,z,2
ʊ,ŋ,2
õ,ɾ̃,2
f,ʃ,2
z,h,1
o,f,1
ã,ɹ,1
æ,ŋ,1
h,l,1
æ,ʃ,1
m̩,w,1
ŋ,b,1
f,w,1
ʌ̃,i,1
w,h,1
s,h,1
ʊ,n̩,1
æ,ɹ,1
h,s,1
ɹ̩,e,1
æ̃,n,1
ɔ,m,1
l,ŋ,1
ŋ,j,1
ɹ,ʒ,1
w,ð,1
ʌ̃,l,1
ʒ,b,1
d,ʒ,1
i,l,1
w,k,1
d,e,1
ɪ̃,ɾ̃,1
ʊ̃,ɾ̃,1
β,f,1
ŋ,w,1
æ,w,1
m,ɔ,1
ĩ,æ,1
t,l̩,1
θ,ɛ,1
f,ɔ,1
l̩,n̩,1
k,o,1
ʔ,ɾ̃,1
ʃ,ŋ,1
h,ɾ̃,1
k,b,1
f,ɛ,1
ɾ,ɹ̩,1
ʔ,h,1
ʔ,θ,1
p,l,1
e,t,1
ʃ,m,1
a,ŋ,1
ʃ,l̩,1
h,m̩,1
ɹ̩,ɡ,1
ŋ,e,1
p,ŋ,1
f,z,1
θ,ɡ,1
ẽ,p,1
ʊ̃,ɹ,1
ɛ,p,1
ɡ,i,1
i,ʒ,1
i,ʃ,1
m,ɾ̃,1
ʊ,æ,1
ʔ,o,1
h,v,1
m̩,e,1
w,ŋ,1
s,ʒ,1
ɡ,ʊ,1
õ,m,1
l,p,1
i,n̩,1
u,ʃ,1
ẽ,t,1
ĩ,n,1
m,k,1
ʌ̃,ɾ̃,1
h,e,1
h,d,1
n,f,1
o,b,1
æ,z,1
b,l,1
ɑ,e,1
l,j,1
w,j,1
l,u,1
ɔ,ɹ,1
n,ɔ,1
ɹ̩,v,1
ɹ̩,b,1
ɛ,ŋ,1
a,z,1
l,ʒ,1
ɾ̃,s,1
z,ɹ,1
z,u,1
e,ʔ,1
p,z,1
ɹ̩,ʔ,1
ʊ̃,w,1
w,d,1
ʔ,u,1
e,ɑ,1
ʊ̃,t,1
β,k,1
p,w,1
h,o,1
ɔ,b,1
ã,m,1
ɪ̃,t,1
i,b,1
ɾ,ɛ,1
ã,ʌ,1
ɡ,ɔ,1
ð,ʔ,1
v,z,1
ʒ,o,1
ɑ̃,ɹ,1
d,i,1
ŋ,z,1
o,d,1
ɪ̃,j,1
ẽ,i,1
l̩,æ,1
ɑ,z,1
m̩,f,1
f,ɾ,1
ʔ,e,1
o,e,1
b,l̩,1
ɡ,ɹ,1
ɾ,ɡ,1
ɔ,i,1
i,t,1
ɹ̩,ɾ,1
ʔ,b,1
m̩,θ,1
m̩,ɑ,1
ɾ,f,1
ɾ̃,ɹ,1
n̩,h,1
l,d,1
θ,b,1
h,θ,1
ɑ,i,1
ɾ,b,1
ʒ,n,1
ʔ,i,1
h,ŋ,1
w,æ,1
a,ð,1
ɡ,ɾ,1
ɑ,n̩,1
ʔ,f,1
ɛ̃,j,1
ɹ̩,ʒ,1
O,m,1
n̩,f,1
ʔ,ɡ,1
l̩,a,1
w,e,1
m,o,1
m,n̩,1
ɡ,e,1
ũ,u,1
ã,e,1
ŋ,u,1
ɑ,p,1
h,ɡ,1
b,n,1
j,v,1
ɪ̃,ʔ,1
ʃ,θ,1
ɑ̃,ɔ,1
u,v,1
ɡ,ɾ̃,1
ŋ,p,1
w,ɾ̃,1
h,a,1
ʔ,ŋ,1
d,o,1
t,ɔ,1
z,o,1
f,ɑ,1
ɑ,u,1
d,p,1
d,w,1
ɔ̃,w,1
õ,ɛ,1
ʊ̃,l,1
ʒ,ʌ,1
ɪ,a,1
æ,l,1
ɡ,w,1
i,ɑ,1
ɡ,j,1
o,ɡ,1
n̩,v,1
m,ʃ,1
ɾ,ɑ,1
j,ŋ,1
d,n̩,1
f,l,1
p,d,1
p,ɪ,1
b,a,1
ʃ,ɡ,1
l̩,ɹ̩,1
v,k,1
a,ɡ,1
z,ɾ,1
h,l̩,1
a,ɹ̩,1
ɪ̃,ɡ,1
i,k,1
p,s,1
ŋ,a,1
v,j,1
f,u,1
a,f,1
ɹ̩,a,1
s,æ,1
ʒ,ð,1
s,e,1
z,f,1
ɾ̃,k,1
ʔ,w,1
ʔ,l,1
i,ʔ,1
p,ɡ,1
ɡ,m,1
ʒ,p,1
o,ʃ,1
ɑ,m,1
v,e,1
b,j,1
ʔ,s,1
θ,d,1
ɹ̩,ʊ,1
k,ɾ,1
ɪ̃,e,1
æ,ɡ,1
v,ɑ,1
ʊ,ʒ,1
d,ɔ,1
p,ɑ,1
ʊ̃,ɛ,1
ʒ,e,1
z,ɑ,1
h,p,1
ɾ̃,ɔ,1
ɹ̩,æ,1
ʔ,ʃ,1
æ,f,1
u,ɹ,1
ʌ̃,æ,1
ʌ̃,ɹ̩,1
ɪ̃,n,1
ɹ̩,θ,1
ʊ̃,a,1
s,j,1
õ,ɪ,1
ɾ,p,1
m̩,ʊ,1
ɹ,e,1
a,ɾ,1
ĩ,a,1
ʊ̃,s,1
i,ð,1
a,u,1
ʔ,z,1
l̩,h,1
æ,d,1
õ,n,1
u,æ,1
ɑ,f,1
ɔ,v,1
ʒ,æ,1
b,u,1
n̩,ɹ,1
z,v,1
æ,p,1
ɹ̩,ŋ,1
ɔ,s,1
m̩,ð,1
ʌ̃,u,1
θ,ŋ,1
v,ɾ̃,1
n̩,e,1
w,a,1
ɪ̃,m,1
ĩ,e,1
k,ʌ,1
ɾ̃,v,1
p,a,1
ɾ,m,1
o,p,1
ʃ,f,1
ɛ̃,ɑ,1
b,h,1
z,θ,1
a,θ,1
