dialect,model,phone_error_rates,phone_feature_error_rates,feature_error_rates
DR1,facebook/wav2vec2-lv-60-espeak-cv-ft,0.3510589898662141,3.908503401360544,0.6462667607506382
DR2,facebook/wav2vec2-lv-60-espeak-cv-ft,0.3381669329219679,3.7690359477124185,0.6406789285984982
DR3,facebook/wav2vec2-lv-60-espeak-cv-ft,0.33247788985780347,3.635171568627451,0.6418797569085296
DR4,facebook/wav2vec2-lv-60-espeak-cv-ft,0.35029692521087863,3.882166666666667,0.6418677592163985
DR5,facebook/wav2vec2-lv-60-espeak-cv-ft,0.34908721600749204,3.872619047619048,0.6403310281352207
DR6,facebook/wav2vec2-lv-60-espeak-cv-ft,0.34067081056655435,3.7784420289855074,0.6391883820990863
DR7,facebook/wav2vec2-lv-60-espeak-cv-ft,0.34254098856806897,3.813,0.6431020391531289
DR8,facebook/wav2vec2-lv-60-espeak-cv-ft,0.342421706233249,3.8203282828282825,0.6508600258612937
