bin_start,bin_end,mean_duration,mean_phone_error_rate,sample_count
0.0322960000000023,0.9979179999999984,0.525186996171028,0.26372904633367134,1567
1.0000180000000114,1.9997899999999904,1.4540487425334714,0.23404989927539185,971
2.00162499999999,2.9973109999999963,2.457137328042327,0.23931881340777894,567
3.000720000000001,3.990000000000009,3.460748141860465,0.2488314473733462,430
4.009515999999991,4.999009999999998,4.483028639072847,0.24146536038885508,302
5.00320099999999,5.984355999999934,5.438903115879829,0.3048628034788346,233
6.007563000000001,6.99514099999999,6.506346513333331,0.25535669524452165,150
7.002007999999989,7.990850000000023,7.468348959999999,0.27808673016401314,125
8.006136999999967,8.999127999999999,8.476393008620692,0.2539972340972263,116
9.000214000000028,9.99504300000001,9.502499345238094,0.2760118752550146,84
10.006890999999996,10.989205999999996,10.49046133695652,0.2626910085422256,92
11.005696,11.999237999999998,11.77750086394558,0.24445051470624532,294
