bin_start,bin_end,mean_duration,mean_phone_error_rate,sample_count
6.80999300000002,6.899124999999998,6.8595449999999945,0.23442315009292883,12
6.900645999999995,6.99514099999999,6.9484375555555475,0.28045942577953104,18
7.002007999999989,7.099761999999998,7.053600117647058,0.2836481316897532,17
7.10508399999992,7.192245,7.157122583333321,0.28169011623257384,12
7.206872000000004,7.288557999999966,7.2465669375,0.357815897545909,16
7.313991000000044,7.384343000000001,7.351907999999998,0.24807295056231035,15
7.413080000000036,7.476193999999964,7.4403161999999785,0.2211750944833344,5
7.510455000000007,7.597077999999999,7.561710285714277,0.22230986428594712,14
7.601857999999993,7.697477999999933,7.656567249999998,0.2917717080827699,16
7.710919000000047,7.795342000000005,7.744906111111129,0.23673710110704477,9
7.801252999999999,7.894625999999999,7.850113500000002,0.3353315731217252,8
7.906070999999999,7.990850000000023,7.95750707692309,0.2625035093180229,13
8.006136999999967,8.093725000000006,8.04603384615385,0.30381437021424074,13
8.109520999999972,8.196225999999996,8.151665062499998,0.247247717932086,16
8.214381000000003,8.290851,8.260803400000004,0.24333121116254844,15
8.317754999999998,8.394520999999997,8.35199333333334,0.2675031355847883,6
8.400809,8.485821999999999,8.434098699999998,0.2758776133421057,10
8.502051999999992,8.588342000000011,8.557646083333331,0.25866399611493557,12
8.600409000000013,8.681299999999965,8.639563166666669,0.2714753644166254,12
8.701613000000009,8.794761999999992,8.739630000000009,0.20851025764701742,7
8.824027999999998,8.882341999999994,8.8523416,0.21003532003064615,15
8.90198300000003,8.999127999999999,8.954246499999998,0.25725918108441836,10
9.000214000000028,9.098312000000009,9.038349777777785,0.22640564403547245,9
9.113003,9.175331,9.13729159999999,0.2745512735065581,10
9.215701999999965,9.292138999999992,9.250624374999994,0.3191190758322508,8
9.325689999999994,9.393576999999992,9.349411285714282,0.1955383352222261,7
9.416357000000062,9.497174,9.455789000000006,0.23614958457528729,7
9.509095000000002,9.59214099999997,9.555827375,0.2390339910828275,8
9.646649999999966,9.69483600000001,9.669330857142848,0.27857478506172667,7
9.724928999999976,9.793358000000012,9.757222599999995,0.21936354323744806,10
9.806613,9.891180999999987,9.843504100000006,0.531134162823188,10
9.920072000000005,9.99504300000001,9.96391025000001,0.18247418251184017,8
10.006890999999996,10.07719800000001,10.043996916666666,0.2501079275693192,12
10.104851999999994,10.188420000000008,10.144929166666666,0.2250774589587207,6
10.215566000000024,10.293198000000018,10.254277769230779,0.3026795417082828,13
10.303528,10.39826400000004,10.358834375000006,0.17097836229225433,8
10.403581999999917,10.49981200000002,10.455959285714263,0.2678706517509163,7
10.537150000000011,10.573696000000002,10.555585124999997,0.2720388936126934,8
10.624998000000003,10.699243000000024,10.657799999999998,0.314153517836914,12
10.708173000000002,10.768674000000033,10.741952428571436,0.21281603662045184,7
10.815248999999994,10.888784,10.84757774999999,0.26004168471387973,12
10.906821999999975,10.989205999999996,10.950574714285718,0.29738450894917684,7
11.005696,11.075289999999995,11.027843166666665,0.23811688238062034,6
11.102263999999993,11.184314,11.146126,0.21466650996484618,8
11.206837999999998,11.291278000000034,11.242205,0.23367059164342976,5
11.300958000000008,11.36015100000003,11.331727571428585,0.2776512457086689,7
11.40605099999999,11.49641900000006,11.456091125,0.21650141174522586,8
11.504954999999995,11.587822999999986,11.543832777777773,0.22732396850871034,18
11.610028999999995,11.686482999999996,11.653882235294121,0.21501381521053045,17
11.701086999999973,11.799592,11.752368333333331,0.208585877503005,45
11.802394000000008,11.899680999999989,11.85264078125,0.25413843595090996,64
11.901426,11.999237999999998,11.954627301724143,0.2627603818729718,116
